year,month,circle,type_of_connection,service_provider,value,notes
2010,October,Uttar Pradesh (East),wireless,Vodafone,11975236,
2010,October,Uttar Pradesh (West),wireless,Vodafone,7502270,
2010,October,West Bengal,wireless,Vodafone,8593666,
2010,October,All India,wireless,Vodafone,118038168,
2010,October,Andhra Pradesh,wireless,Tata Teleservices,8545399,
2010,October,Assam,wireless,Tata Teleservices,108041,
2010,October,Bihar,wireless,Tata Teleservices,4800075,
2010,October,Delhi,wireless,Tata Teleservices,5594908,
2010,October,Gujarat,wireless,Tata Teleservices,3051517,
2010,October,Himachal Pradesh,wireless,Tata Teleservices,285241,
2010,October,Haryana,wireless,Tata Teleservices,2822878,
2010,October,Jammu and Kashmir,wireless,Tata Teleservices,86909,
2010,October,Karnataka,wireless,Tata Teleservices,6839083,
2010,October,Kerala,wireless,Tata Teleservices,2626554,
2010,October,Kolkata,wireless,Tata Teleservices,2972034,
2010,October,Madhya Pradesh,wireless,Tata Teleservices,4297964,
2010,October,Maharashtra,wireless,Tata Teleservices,9209901,
2010,October,Mumbai,wireless,Tata Teleservices,5510881,
2010,October,North East,wireless,Tata Teleservices,77012,
2010,October,Odisha,wireless,Tata Teleservices,2412619,
2010,October,Punjab,wireless,Tata Teleservices,2917829,
2010,October,Rajasthan,wireless,Tata Teleservices,3324073,
2010,October,Tamil Nadu,wireless,Tata Teleservices,4814866,
2010,October,Uttar Pradesh (East),wireless,Tata Teleservices,3808712,
2010,October,Uttar Pradesh (West),wireless,Tata Teleservices,4291396,
2010,October,West Bengal,wireless,Tata Teleservices,2419406,
2010,October,All India,wireless,Tata Teleservices,80817298,
2010,October,Andhra Pradesh,wireless,Idea,7206358,
2010,October,Assam,wireless,Idea,180130,
2010,October,Bihar,wireless,Idea,3832430,
2010,October,Delhi,wireless,Idea,3104078,
2010,October,Gujarat,wireless,Idea,6035054,
2010,October,Himachal Pradesh,wireless,Idea,368991,
2010,October,Haryana,wireless,Idea,2531310,
2010,October,Jammu and Kashmir,wireless,Idea,73993,
2010,October,Karnataka,wireless,Idea,3251563,
2010,October,Kerala,wireless,Idea,6026970,
2010,October,Kolkata,wireless,Idea,818625,
2010,October,Madhya Pradesh,wireless,Idea,8661558,
2010,October,Maharashtra,wireless,Idea,10801590,
2010,October,Mumbai,wireless,Idea,1804517,
2010,October,North East,wireless,Idea,93294,
2010,October,Odisha,wireless,Idea,866310,
2010,October,Punjab,wireless,Idea,3908415,
2010,October,Rajasthan,wireless,Idea,2589313,
2010,October,Tamil Nadu,wireless,Idea,1201404,
2010,October,Uttar Pradesh (East),wireless,Idea,4575697,
2010,October,Uttar Pradesh (West),wireless,Idea,6758705,
2010,October,West Bengal,wireless,Idea,1333246,
2010,October,All India,wireless,Idea,76023551,
2010,October,Andhra Pradesh,wireless,Aircel/Dishnet,1609697,
2010,October,Assam,wireless,Aircel/Dishnet,2861607,
2010,October,Bihar,wireless,Aircel/Dishnet,4080927,
2010,October,Delhi,wireless,Aircel/Dishnet,1725682,
2010,October,Gujarat,wireless,Aircel/Dishnet,107286,
2010,October,Himachal Pradesh,wireless,Aircel/Dishnet,698678,
2010,October,Haryana,wireless,Aircel/Dishnet,207126,
2010,October,Jammu and Kashmir,wireless,Aircel/Dishnet,1518884,
2010,October,Karnataka,wireless,Aircel/Dishnet,1313178,
2010,October,Kerala,wireless,Aircel/Dishnet,1769742,
2010,October,Kolkata,wireless,Aircel/Dishnet,1577855,
2010,October,Madhya Pradesh,wireless,Aircel/Dishnet,350764,
2010,October,Maharashtra,wireless,Aircel/Dishnet,811931,
2010,October,Mumbai,wireless,Aircel/Dishnet,1329692,
2010,October,North East,wireless,Aircel/Dishnet,1870709,
2010,October,Odisha,wireless,Aircel/Dishnet,2206149,
2010,October,Punjab,wireless,Aircel/Dishnet,259519,
2010,October,Rajasthan,wireless,Aircel/Dishnet,773,
2010,October,Tamil Nadu,wireless,Aircel/Dishnet,17993629,
2010,October,Uttar Pradesh (East),wireless,Aircel/Dishnet,1372830,
2010,October,Uttar Pradesh (West),wireless,Aircel/Dishnet,1262036,
2010,October,West Bengal,wireless,Aircel/Dishnet,2590935,
2010,October,All India,wireless,Aircel/Dishnet,47519629,
2010,October,Andhra Pradesh,wireless,BSNL,5721409,
2010,October,Assam,wireless,BSNL,1290578,
2010,October,Bihar,wireless,BSNL,5432599,
2010,October,Delhi,wireless,BSNL,,
2010,October,Gujarat,wireless,BSNL,3567717,
2010,October,Himachal Pradesh,wireless,BSNL,1551146,
2010,October,Haryana,wireless,BSNL,2940244,
2010,October,Jammu and Kashmir,wireless,BSNL,708186,
2010,October,Karnataka,wireless,BSNL,4705207,
2010,October,Kerala,wireless,BSNL,5452748,
2010,October,Kolkata,wireless,BSNL,2174329,
2010,October,Madhya Pradesh,wireless,BSNL,4665310,
2010,October,Maharashtra,wireless,BSNL,5679277,
2010,October,Mumbai,wireless,BSNL,,
2010,October,North East,wireless,BSNL,1279929,
2010,October,Odisha,wireless,BSNL,3279078,
2010,October,Punjab,wireless,BSNL,4102645,
2010,October,Rajasthan,wireless,BSNL,5256724,
2010,October,Tamil Nadu,wireless,BSNL,6850640,
2010,October,Uttar Pradesh (East),wireless,BSNL,9378511,
2010,October,Uttar Pradesh (West),wireless,BSNL,3974608,
2010,October,West Bengal,wireless,BSNL,2729050,
2010,October,All India,wireless,BSNL,80739935,
2010,October,Andhra Pradesh,wireless,MTNL,,
2010,October,Assam,wireless,MTNL,,
2010,October,Bihar,wireless,MTNL,,
2010,October,Delhi,wireless,MTNL,2550518,
2010,October,Gujarat,wireless,MTNL,,
2010,October,Himachal Pradesh,wireless,MTNL,,
2010,October,Haryana,wireless,MTNL,,
2010,October,Jammu and Kashmir,wireless,MTNL,,
2010,October,Karnataka,wireless,MTNL,,
2010,October,Kerala,wireless,MTNL,,
2010,October,Kolkata,wireless,MTNL,,
2010,October,Madhya Pradesh,wireless,MTNL,,
2010,October,Maharashtra,wireless,MTNL,,
2010,October,Mumbai,wireless,MTNL,2791521,
2010,October,North East,wireless,MTNL,,
2010,October,Odisha,wireless,MTNL,,
2010,October,Punjab,wireless,MTNL,,
2010,October,Rajasthan,wireless,MTNL,,
2010,October,Tamil Nadu,wireless,MTNL,,
2010,October,Uttar Pradesh (East),wireless,MTNL,,
2010,October,Uttar Pradesh (West),wireless,MTNL,,
2010,October,West Bengal,wireless,MTNL,,
2010,October,All India,wireless,MTNL,5342039,
2010,October,Andhra Pradesh,wireless,Uninor,1458916,
2010,October,Assam,wireless,Uninor,,
2010,October,Bihar,wireless,Uninor,1674415,
2010,October,Delhi,wireless,Uninor,,
2010,October,Gujarat,wireless,Uninor,934811,
2010,October,Himachal Pradesh,wireless,Uninor,,
2010,October,Haryana,wireless,Uninor,,
2010,October,Jammu and Kashmir,wireless,Uninor,,
2010,October,Karnataka,wireless,Uninor,789961,
2010,October,Kerala,wireless,Uninor,450986,
2010,October,Kolkata,wireless,Uninor,674514,
2010,October,Madhya Pradesh,wireless,Uninor,,
2010,October,Maharashtra,wireless,Uninor,912390,
2010,October,Mumbai,wireless,Uninor,599408,
2010,October,North East,wireless,Uninor,,
2010,October,Odisha,wireless,Uninor,559867,
2010,October,Punjab,wireless,Uninor,,
2010,October,Rajasthan,wireless,Uninor,,
2010,October,Tamil Nadu,wireless,Uninor,1005360,
2010,October,Uttar Pradesh (East),wireless,Uninor,2199881,
2010,October,Uttar Pradesh (West),wireless,Uninor,1619911,
2010,October,West Bengal,wireless,Uninor,867880,
2010,October,All India,wireless,Uninor,13748300,
2010,October,Andhra Pradesh,wireless,Sistema,143156,
2010,October,Assam,wireless,Sistema,,
2010,October,Bihar,wireless,Sistema,545612,
2010,October,Delhi,wireless,Sistema,598483,
2010,October,Gujarat,wireless,Sistema,,
2010,October,Himachal Pradesh,wireless,Sistema,,
2010,October,Haryana,wireless,Sistema,85372,
2010,October,Jammu and Kashmir,wireless,Sistema,,
2010,October,Karnataka,wireless,Sistema,702834,
2010,October,Kerala,wireless,Sistema,337512,
2010,October,Kolkata,wireless,Sistema,535293,
2010,October,Madhya Pradesh,wireless,Sistema,,
2010,October,Maharashtra,wireless,Sistema,191196,
2010,October,Mumbai,wireless,Sistema,372463,
2010,October,North East,wireless,Sistema,,
2010,October,Odisha,wireless,Sistema,,
2010,October,Punjab,wireless,Sistema,,
2010,October,Rajasthan,wireless,Sistema,1664520,
2010,October,Tamil Nadu,wireless,Sistema,980900,
2010,October,Uttar Pradesh (East),wireless,Sistema,,
2010,October,Uttar Pradesh (West),wireless,Sistema,,
2010,October,West Bengal,wireless,Sistema,964424,
2010,October,All India,wireless,Sistema,7121765,
2010,October,Andhra Pradesh,wireless,Loop,,
2010,October,Assam,wireless,Loop,,
2010,October,Bihar,wireless,Loop,,
2010,October,Delhi,wireless,Loop,,
2010,October,Gujarat,wireless,Loop,,
2010,October,Himachal Pradesh,wireless,Loop,,
2010,October,Haryana,wireless,Loop,53,
2010,October,Jammu and Kashmir,wireless,Loop,,
2010,October,Karnataka,wireless,Loop,,
2010,October,Kerala,wireless,Loop,,
2010,October,Kolkata,wireless,Loop,122,
2010,October,Madhya Pradesh,wireless,Loop,65,
2010,October,Maharashtra,wireless,Loop,,
2010,October,Mumbai,wireless,Loop,3008970,
2010,October,North East,wireless,Loop,,
2010,October,Odisha,wireless,Loop,101,
2010,October,Punjab,wireless,Loop,35,
2010,October,Rajasthan,wireless,Loop,99,
2010,October,Tamil Nadu,wireless,Loop,,
2010,October,Uttar Pradesh (East),wireless,Loop,,
2010,October,Uttar Pradesh (West),wireless,Loop,,
2010,October,West Bengal,wireless,Loop,,
2010,October,All India,wireless,Loop,3009445,
2010,October,Andhra Pradesh,wireless,Videocon,16,
2010,October,Assam,wireless,Videocon,,
2010,October,Bihar,wireless,Videocon,20,
2010,October,Delhi,wireless,Videocon,,
2010,October,Gujarat,wireless,Videocon,1093625,
2010,October,Himachal Pradesh,wireless,Videocon,12757,
2010,October,Haryana,wireless,Videocon,922754,
2010,October,Jammu and Kashmir,wireless,Videocon,,
2010,October,Karnataka,wireless,Videocon,15,
2010,October,Kerala,wireless,Videocon,420100,
2010,October,Kolkata,wireless,Videocon,,
2010,October,Madhya Pradesh,wireless,Videocon,499977,
2010,October,Maharashtra,wireless,Videocon,20,
2010,October,Mumbai,wireless,Videocon,1203479,
2010,October,North East,wireless,Videocon,,
2010,October,Odisha,wireless,Videocon,20,
2010,October,Punjab,wireless,Videocon,,
2010,October,Rajasthan,wireless,Videocon,20,
2010,October,Tamil Nadu,wireless,Videocon,1463002,
2010,October,Uttar Pradesh (East),wireless,Videocon,154,
2010,October,Uttar Pradesh (West),wireless,Videocon,173,
2010,October,West Bengal,wireless,Videocon,20,
2010,October,All India,wireless,Videocon,5616152,
2010,October,Andhra Pradesh,wireless,S-Tel,,
2010,October,Assam,wireless,S-Tel,41009,
2010,October,Bihar,wireless,S-Tel,880587,
2010,October,Delhi,wireless,S-Tel,,
2010,October,Gujarat,wireless,S-Tel,,
2010,October,Himachal Pradesh,wireless,S-Tel,362078,
2010,October,Haryana,wireless,S-Tel,,
2010,October,Jammu and Kashmir,wireless,S-Tel,,
2010,October,Karnataka,wireless,S-Tel,,
2010,October,Kerala,wireless,S-Tel,,
2010,October,Kolkata,wireless,S-Tel,,
2010,October,Madhya Pradesh,wireless,S-Tel,,
2010,October,Maharashtra,wireless,S-Tel,,
2010,October,Mumbai,wireless,S-Tel,,
2010,October,North East,wireless,S-Tel,13373,
2010,October,Odisha,wireless,S-Tel,570013,
2010,October,Punjab,wireless,S-Tel,,
2010,October,Rajasthan,wireless,S-Tel,,
2010,October,Tamil Nadu,wireless,S-Tel,,
2010,October,Uttar Pradesh (East),wireless,S-Tel,,
2010,October,Uttar Pradesh (West),wireless,S-Tel,,
2010,October,West Bengal,wireless,S-Tel,,
2010,October,All India,wireless,S-Tel,1867060,
2010,October,Andhra Pradesh,wireless,HFCL,,
2010,October,Assam,wireless,HFCL,,
2010,October,Bihar,wireless,HFCL,,
2010,October,Delhi,wireless,HFCL,,
2010,October,Gujarat,wireless,HFCL,,
2010,October,Himachal Pradesh,wireless,HFCL,,
2010,October,Haryana,wireless,HFCL,,
2010,October,Jammu and Kashmir,wireless,HFCL,,
2010,October,Karnataka,wireless,HFCL,,
2010,October,Kerala,wireless,HFCL,,
2010,October,Kolkata,wireless,HFCL,,
2010,October,Madhya Pradesh,wireless,HFCL,,
2010,October,Maharashtra,wireless,HFCL,,
2010,October,Mumbai,wireless,HFCL,,
2010,October,North East,wireless,HFCL,,
2010,October,Odisha,wireless,HFCL,,
2010,October,Punjab,wireless,HFCL,1132477,
2010,October,Rajasthan,wireless,HFCL,,
2010,October,Tamil Nadu,wireless,HFCL,,
2010,October,Uttar Pradesh (East),wireless,HFCL,,
2010,October,Uttar Pradesh (West),wireless,HFCL,,
2010,October,West Bengal,wireless,HFCL,,
2010,October,All India,wireless,HFCL,1132477,
2010,October,Andhra Pradesh,wireless,Etisalat/Allianz,3507,
2010,October,Assam,wireless,Etisalat/Allianz,,
2010,October,Bihar,wireless,Etisalat/Allianz,2681,
2010,October,Delhi,wireless,Etisalat/Allianz,8186,
2010,October,Gujarat,wireless,Etisalat/Allianz,5402,
2010,October,Himachal Pradesh,wireless,Etisalat/Allianz,,
2010,October,Haryana,wireless,Etisalat/Allianz,2174,
2010,October,Jammu and Kashmir,wireless,Etisalat/Allianz,,
2010,October,Karnataka,wireless,Etisalat/Allianz,4287,
2010,October,Kerala,wireless,Etisalat/Allianz,1311,
2010,October,Kolkata,wireless,Etisalat/Allianz,,
2010,October,Madhya Pradesh,wireless,Etisalat/Allianz,7483,
2010,October,Maharashtra,wireless,Etisalat/Allianz,5839,
2010,October,Mumbai,wireless,Etisalat/Allianz,2493,
2010,October,North East,wireless,Etisalat/Allianz,,
2010,October,Odisha,wireless,Etisalat/Allianz,,
2010,October,Punjab,wireless,Etisalat/Allianz,2850,
2010,October,Rajasthan,wireless,Etisalat/Allianz,5709,
2010,October,Tamil Nadu,wireless,Etisalat/Allianz,4934,
2010,October,Uttar Pradesh (East),wireless,Etisalat/Allianz,6882,
2010,October,Uttar Pradesh (West),wireless,Etisalat/Allianz,7091,
2010,October,West Bengal,wireless,Etisalat/Allianz,,
2010,October,All India,wireless,Etisalat/Allianz,70829,
2010,September,Andhra Pradesh,wireless,Bharti Airtel,14417840,
2010,September,Assam,wireless,Bharti Airtel,2710036,
2010,September,Bihar,wireless,Bharti Airtel,12901274,
2010,September,Delhi,wireless,Bharti Airtel,7077884,
2010,September,Gujarat,wireless,Bharti Airtel,6008563,
2010,September,Himachal Pradesh,wireless,Bharti Airtel,1468592,
2010,September,Haryana,wireless,Bharti Airtel,1660048,
2010,September,Jammu and Kashmir,wireless,Bharti Airtel,1772077,
2010,September,Karnataka,wireless,Bharti Airtel,13470973,
2010,September,Kerala,wireless,Bharti Airtel,3352122,
2010,September,Kolkata,wireless,Bharti Airtel,3004451,
2010,September,Madhya Pradesh,wireless,Bharti Airtel,7719594,
2010,September,Maharashtra,wireless,Bharti Airtel,7269397,
2010,September,Mumbai,wireless,Bharti Airtel,3207499,
2010,September,North East,wireless,Bharti Airtel,1657241,
2010,September,Odisha,wireless,Bharti Airtel,4905816,
2010,September,Punjab,wireless,Bharti Airtel,5403251,
2010,September,Rajasthan,wireless,Bharti Airtel,11084801,
2010,September,Tamil Nadu,wireless,Bharti Airtel,11722611,
2010,September,Uttar Pradesh (East),wireless,Bharti Airtel,10812901,
2010,September,Uttar Pradesh (West),wireless,Bharti Airtel,5000380,
2010,September,West Bengal,wireless,Bharti Airtel,6664921,
2010,September,All India,wireless,Bharti Airtel,143292272,
2010,September,Andhra Pradesh,wireless,Reliance Communications,7839468,
2010,September,Assam,wireless,Reliance Communications,1969515,
2010,September,Bihar,wireless,Reliance Communications,7441754,
2010,September,Delhi,wireless,Reliance Communications,7022048,
2010,September,Gujarat,wireless,Reliance Communications,6513415,
2010,September,Himachal Pradesh,wireless,Reliance Communications,1294178,
2010,September,Haryana,wireless,Reliance Communications,3087365,
2010,September,Jammu and Kashmir,wireless,Reliance Communications,318068,
2010,September,Karnataka,wireless,Reliance Communications,6792171,
2010,September,Kerala,wireless,Reliance Communications,3700958,
2010,September,Kolkata,wireless,Reliance Communications,3954363,
2010,September,Madhya Pradesh,wireless,Reliance Communications,9476357,
2010,September,Maharashtra,wireless,Reliance Communications,8101673,
2010,September,Mumbai,wireless,Reliance Communications,6720923,
2010,September,North East,wireless,Reliance Communications,565444,
2010,September,Odisha,wireless,Reliance Communications,2989444,
2010,September,Punjab,wireless,Reliance Communications,3162686,
2010,September,Rajasthan,wireless,Reliance Communications,6047826,
2010,September,Tamil Nadu,wireless,Reliance Communications,6942807,
2010,September,Uttar Pradesh (East),wireless,Reliance Communications,10158674,
2010,September,Uttar Pradesh (West),wireless,Reliance Communications,7611561,
2010,September,West Bengal,wireless,Reliance Communications,5626672,
2010,September,All India,wireless,Reliance Communications,117337370,
2010,September,Andhra Pradesh,wireless,Vodafone,6626786,
2010,September,Assam,wireless,Vodafone,1065719,
2010,September,Bihar,wireless,Vodafone,4058424,
2010,September,Delhi,wireless,Vodafone,6024698,
2010,September,Gujarat,wireless,Vodafone,12327687,
2010,September,Himachal Pradesh,wireless,Vodafone,251494,
2010,September,Haryana,wireless,Vodafone,3274177,
2010,September,Jammu and Kashmir,wireless,Vodafone,256127,
2010,September,Karnataka,wireless,Vodafone,5735240,
2010,September,Kerala,wireless,Vodafone,4709123,
2010,September,Kolkata,wireless,Vodafone,3881490,
2010,September,Madhya Pradesh,wireless,Vodafone,2276334,
2010,September,Maharashtra,wireless,Vodafone,8607685,
2010,September,Mumbai,wireless,Vodafone,5368727,
2010,September,North East,wireless,Vodafone,647660,
2010,September,Odisha,wireless,Vodafone,1251768,
2010,September,Punjab,wireless,Vodafone,3491130,
2010,September,Rajasthan,wireless,Vodafone,8033143,
2010,September,Tamil Nadu,wireless,Vodafone,10130663,
2010,September,Uttar Pradesh (East),wireless,Vodafone,11769526,
2010,September,Uttar Pradesh (West),wireless,Vodafone,7351792,
2010,September,West Bengal,wireless,Vodafone,8413649,
2010,September,All India,wireless,Vodafone,115553042,
2010,September,Andhra Pradesh,wireless,Tata Teleservices,8428925,
2010,September,Assam,wireless,Tata Teleservices,110150,
2010,September,Bihar,wireless,Tata Teleservices,4596786,
2010,September,Delhi,wireless,Tata Teleservices,5554031,
2010,September,Gujarat,wireless,Tata Teleservices,2910342,
2010,September,Himachal Pradesh,wireless,Tata Teleservices,266002,
2010,September,Haryana,wireless,Tata Teleservices,2794804,
2010,September,Jammu and Kashmir,wireless,Tata Teleservices,84717,
2010,September,Karnataka,wireless,Tata Teleservices,6788579,
2010,September,Kerala,wireless,Tata Teleservices,2613756,
