year,month,circle,type_of_connection,service_provider,value,unit,notes
2019,October,Uttar Pradesh (East),wireless,BSNL,11615374,value in absolute number,
2019,October,Uttar Pradesh (West),wireless,BSNL,5882081,value in absolute number,
2019,October,West Bengal,wireless,BSNL,2093714,value in absolute number,
2019,October,All India,wireless,BSNL,117259934,value in absolute number,
2019,October,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Assam,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2019,October,North East,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2019,October,Tamil Nadu (including Chennai),wireless,BSNL (VNOs),87578,value in absolute number,
2019,October,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2019,October,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2019,October,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2019,October,All India,wireless,BSNL (VNOs),87578,value in absolute number,
2019,October,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2019,October,Assam,wireless,MTNL,,value in absolute number,
2019,October,Bihar,wireless,MTNL,,value in absolute number,
2019,October,Delhi,wireless,MTNL,2190398,value in absolute number,
2019,October,Gujarat,wireless,MTNL,,value in absolute number,
2019,October,Haryana,wireless,MTNL,,value in absolute number,
2019,October,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2019,October,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2019,October,Karnataka,wireless,MTNL,,value in absolute number,
2019,October,Kerala,wireless,MTNL,,value in absolute number,
2019,October,Kolkata,wireless,MTNL,,value in absolute number,
2019,October,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2019,October,Maharashtra,wireless,MTNL,,value in absolute number,
2019,October,Mumbai,wireless,MTNL,1196411,value in absolute number,
2019,October,North East,wireless,MTNL,,value in absolute number,
2019,October,Odisha,wireless,MTNL,,value in absolute number,
2019,October,Punjab,wireless,MTNL,,value in absolute number,
2019,October,Rajasthan,wireless,MTNL,,value in absolute number,
2019,October,Tamil Nadu (including Chennai),wireless,MTNL,,value in absolute number,
2019,October,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2019,October,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2019,October,West Bengal,wireless,MTNL,,value in absolute number,
2019,October,All India,wireless,MTNL,3386809,value in absolute number,
2019,October,Andhra Pradesh,wireless,Reliance Jio,28981853,value in absolute number,
2019,October,Assam,wireless,Reliance Jio,7719510,value in absolute number,
2019,October,Bihar,wireless,Reliance Jio,27002003,value in absolute number,
2019,October,Delhi,wireless,Reliance Jio,17414580,value in absolute number,
2019,October,Gujarat,wireless,Reliance Jio,22592688,value in absolute number,
2019,October,Haryana,wireless,Reliance Jio,9072816,value in absolute number,
2019,October,Himachal Pradesh,wireless,Reliance Jio,3366959,value in absolute number,
2019,October,Jammu and Kashmir,wireless,Reliance Jio,3717749,value in absolute number,
2019,October,Karnataka,wireless,Reliance Jio,19419199,value in absolute number,
2019,October,Kerala,wireless,Reliance Jio,8530002,value in absolute number,
2019,October,Kolkata,wireless,Reliance Jio,9869438,value in absolute number,
2019,October,Madhya Pradesh,wireless,Reliance Jio,28033989,value in absolute number,
2019,October,Maharashtra,wireless,Reliance Jio,28998313,value in absolute number,
2019,October,Mumbai,wireless,Reliance Jio,13546329,value in absolute number,
2019,October,North East,wireless,Reliance Jio,3414911,value in absolute number,
2019,October,Odisha,wireless,Reliance Jio,11675118,value in absolute number,
2019,October,Punjab,wireless,Reliance Jio,13281121,value in absolute number,
2019,October,Rajasthan,wireless,Reliance Jio,23513775,value in absolute number,
2019,October,Tamil Nadu (including Chennai),wireless,Reliance Jio,22391177,value in absolute number,
2019,October,Uttar Pradesh (East),wireless,Reliance Jio,26091202,value in absolute number,
2019,October,Uttar Pradesh (West),wireless,Reliance Jio,18808356,value in absolute number,
2019,October,West Bengal,wireless,Reliance Jio,16884096,value in absolute number,
2019,October,All India,wireless,Reliance Jio,364325184,value in absolute number,
2019,September,Andhra Pradesh,wireless,Bharti Airtel,28582688,value in absolute number,
2019,September,Assam,wireless,Bharti Airtel,8280541,value in absolute number,
2019,September,Bihar,wireless,Bharti Airtel,35817828,value in absolute number,
2019,September,Delhi,wireless,Bharti Airtel,15193043,value in absolute number,
2019,September,Gujarat,wireless,Bharti Airtel,10901828,value in absolute number,
2019,September,Haryana,wireless,Bharti Airtel,4345929,value in absolute number,
2019,September,Himachal Pradesh,wireless,Bharti Airtel,3396705,value in absolute number,
2019,September,Jammu and Kashmir,wireless,Bharti Airtel,5401003,value in absolute number,
2019,September,Karnataka,wireless,Bharti Airtel,28348715,value in absolute number,
2019,September,Kerala,wireless,Bharti Airtel,5468854,value in absolute number,
2019,September,Kolkata,wireless,Bharti Airtel,6375036,value in absolute number,
2019,September,Madhya Pradesh,wireless,Bharti Airtel,14873699,value in absolute number,
2019,September,Maharashtra,wireless,Bharti Airtel,15457252,value in absolute number,
2019,September,Mumbai,wireless,Bharti Airtel,9587377,value in absolute number,
2019,September,North East,wireless,Bharti Airtel,5204449,value in absolute number,
2019,September,Odisha,wireless,Bharti Airtel,11958328,value in absolute number,
2019,September,Punjab,wireless,Bharti Airtel,10244140,value in absolute number,
2019,September,Rajasthan,wireless,Bharti Airtel,21228489,value in absolute number,
2019,September,Tamil Nadu (including Chennai),wireless,Bharti Airtel,25308215,value in absolute number,
2019,September,Uttar Pradesh (East),wireless,Bharti Airtel,30408251,value in absolute number,
2019,September,Uttar Pradesh (West),wireless,Bharti Airtel,13172868,value in absolute number,
2019,September,West Bengal,wireless,Bharti Airtel,16012386,value in absolute number,
2019,September,All India,wireless,Bharti Airtel,325567624,value in absolute number,
2019,September,Andhra Pradesh,wireless,Reliance Communications,1996,value in absolute number,
2019,September,Assam,wireless,Reliance Communications,,value in absolute number,
2019,September,Bihar,wireless,Reliance Communications,228,value in absolute number,
2019,September,Delhi,wireless,Reliance Communications,1955,value in absolute number,
2019,September,Gujarat,wireless,Reliance Communications,584,value in absolute number,
2019,September,Haryana,wireless,Reliance Communications,181,value in absolute number,
2019,September,Himachal Pradesh,wireless,Reliance Communications,72,value in absolute number,
2019,September,Jammu and Kashmir,wireless,Reliance Communications,,value in absolute number,
2019,September,Karnataka,wireless,Reliance Communications,1366,value in absolute number,
2019,September,Kerala,wireless,Reliance Communications,513,value in absolute number,
2019,September,Kolkata,wireless,Reliance Communications,33,value in absolute number,
2019,September,Madhya Pradesh,wireless,Reliance Communications,911,value in absolute number,
2019,September,Maharashtra,wireless,Reliance Communications,872,value in absolute number,
2019,September,Mumbai,wireless,Reliance Communications,3362,value in absolute number,
2019,September,North East,wireless,Reliance Communications,,value in absolute number,
2019,September,Odisha,wireless,Reliance Communications,339,value in absolute number,
2019,September,Punjab,wireless,Reliance Communications,297,value in absolute number,
2019,September,Rajasthan,wireless,Reliance Communications,447,value in absolute number,
2019,September,Tamil Nadu (including Chennai),wireless,Reliance Communications,2849,value in absolute number,
2019,September,Uttar Pradesh (East),wireless,Reliance Communications,871,value in absolute number,
2019,September,Uttar Pradesh (West),wireless,Reliance Communications,62,value in absolute number,
2019,September,West Bengal,wireless,Reliance Communications,769,value in absolute number,
2019,September,All India,wireless,Reliance Communications,17707,value in absolute number,
2019,September,Andhra Pradesh,wireless,Vodafone Idea,20785936,value in absolute number,
2019,September,Assam,wireless,Vodafone Idea,5552003,value in absolute number,
2019,September,Bihar,wireless,Vodafone Idea,18001497,value in absolute number,
2019,September,Delhi,wireless,Vodafone Idea,19008494,value in absolute number,
2019,September,Gujarat,wireless,Vodafone Idea,29609720,value in absolute number,
2019,September,Haryana,wireless,Vodafone Idea,10140755,value in absolute number,
2019,September,Himachal Pradesh,wireless,Vodafone Idea,1176326,value in absolute number,
2019,September,Jammu and Kashmir,wireless,Vodafone Idea,1066457,value in absolute number,
2019,September,Karnataka,wireless,Vodafone Idea,14024742,value in absolute number,
2019,September,Kerala,wireless,Vodafone Idea,20080491,value in absolute number,
2019,September,Kolkata,wireless,Vodafone Idea,8542813,value in absolute number,
2019,September,Madhya Pradesh,wireless,Vodafone Idea,27381561,value in absolute number,
2019,September,Maharashtra,wireless,Vodafone Idea,43258812,value in absolute number,
2019,September,Mumbai,wireless,Vodafone Idea,14695907,value in absolute number,
2019,September,North East,wireless,Vodafone Idea,2299987,value in absolute number,
2019,September,Odisha,wireless,Vodafone Idea,4078824,value in absolute number,
2019,September,Punjab,wireless,Vodafone Idea,11255026,value in absolute number,
2019,September,Rajasthan,wireless,Vodafone Idea,15543253,value in absolute number,
2019,September,Tamil Nadu (including Chennai),wireless,Vodafone Idea,23230608,value in absolute number,
2019,September,Uttar Pradesh (East),wireless,Vodafone Idea,32748382,value in absolute number,
2019,September,Uttar Pradesh (West),wireless,Vodafone Idea,27740350,value in absolute number,
2019,September,West Bengal,wireless,Vodafone Idea,22264844,value in absolute number,
2019,September,All India,wireless,Vodafone Idea,372486788,value in absolute number,
2019,September,Andhra Pradesh,wireless,BSNL,10001515,value in absolute number,
2019,September,Assam,wireless,BSNL,2683040,value in absolute number,
2019,September,Bihar,wireless,BSNL,4972729,value in absolute number,
2019,September,Delhi,wireless,BSNL,,value in absolute number,
2019,September,Gujarat,wireless,BSNL,6063321,value in absolute number,
2019,September,Haryana,wireless,BSNL,4991794,value in absolute number,
2019,September,Himachal Pradesh,wireless,BSNL,2916101,value in absolute number,
2019,September,Jammu and Kashmir,wireless,BSNL,1227142,value in absolute number,
2019,September,Karnataka,wireless,BSNL,7318899,value in absolute number,
2019,September,Kerala,wireless,BSNL,10922639,value in absolute number,
2019,September,Kolkata,wireless,BSNL,1725876,value in absolute number,
2019,September,Madhya Pradesh,wireless,BSNL,6376813,value in absolute number,
2019,September,Maharashtra,wireless,BSNL,7114912,value in absolute number,
2019,September,Mumbai,wireless,BSNL,,value in absolute number,
2019,September,North East,wireless,BSNL,1470027,value in absolute number,
2019,September,Odisha,wireless,BSNL,5773415,value in absolute number,
2019,September,Punjab,wireless,BSNL,5580919,value in absolute number,
2019,September,Rajasthan,wireless,BSNL,6089184,value in absolute number,
2019,September,Tamil Nadu (including Chennai),wireless,BSNL,12207346,value in absolute number,
2019,September,Uttar Pradesh (East),wireless,BSNL,11594150,value in absolute number,
2019,September,Uttar Pradesh (West),wireless,BSNL,5882986,value in absolute number,
2019,September,West Bengal,wireless,BSNL,2059221,value in absolute number,
2019,September,All India,wireless,BSNL,116972029,value in absolute number,
2019,September,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Assam,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2019,September,North East,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2019,September,Tamil Nadu (including Chennai),wireless,BSNL (VNOs),87287,value in absolute number,
2019,September,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2019,September,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2019,September,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2019,September,All India,wireless,BSNL (VNOs),87287,value in absolute number,
2019,September,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2019,September,Assam,wireless,MTNL,,value in absolute number,
2019,September,Bihar,wireless,MTNL,,value in absolute number,
2019,September,Delhi,wireless,MTNL,2193766,value in absolute number,
2019,September,Gujarat,wireless,MTNL,,value in absolute number,
2019,September,Haryana,wireless,MTNL,,value in absolute number,
2019,September,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2019,September,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2019,September,Karnataka,wireless,MTNL,,value in absolute number,
2019,September,Kerala,wireless,MTNL,,value in absolute number,
2019,September,Kolkata,wireless,MTNL,,value in absolute number,
2019,September,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2019,September,Maharashtra,wireless,MTNL,,value in absolute number,
2019,September,Mumbai,wireless,MTNL,1199522,value in absolute number,
2019,September,North East,wireless,MTNL,,value in absolute number,
2019,September,Odisha,wireless,MTNL,,value in absolute number,
2019,September,Punjab,wireless,MTNL,,value in absolute number,
2019,September,Rajasthan,wireless,MTNL,,value in absolute number,
2019,September,Tamil Nadu (including Chennai),wireless,MTNL,,value in absolute number,
2019,September,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2019,September,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2019,September,West Bengal,wireless,MTNL,,value in absolute number,
2019,September,All India,wireless,MTNL,3393288,value in absolute number,
2019,September,Andhra Pradesh,wireless,Reliance Jio,28222163,value in absolute number,
2019,September,Assam,wireless,Reliance Jio,7524695,value in absolute number,
2019,September,Bihar,wireless,Reliance Jio,26444863,value in absolute number,
2019,September,Delhi,wireless,Reliance Jio,17262657,value in absolute number,
2019,September,Gujarat,wireless,Reliance Jio,22169402,value in absolute number,
2019,September,Haryana,wireless,Reliance Jio,8777374,value in absolute number,
2019,September,Himachal Pradesh,wireless,Reliance Jio,3277717,value in absolute number,
2019,September,Jammu and Kashmir,wireless,Reliance Jio,3642212,value in absolute number,
2019,September,Karnataka,wireless,Reliance Jio,19412784,value in absolute number,
2019,September,Kerala,wireless,Reliance Jio,8415339,value in absolute number,
2019,September,Kolkata,wireless,Reliance Jio,9749967,value in absolute number,
2019,September,Madhya Pradesh,wireless,Reliance Jio,26789375,value in absolute number,
2019,September,Maharashtra,wireless,Reliance Jio,27855424,value in absolute number,
2019,September,Mumbai,wireless,Reliance Jio,13313741,value in absolute number,
2019,September,North East,wireless,Reliance Jio,3321927,value in absolute number,
2019,September,Odisha,wireless,Reliance Jio,11061289,value in absolute number,
2019,September,Punjab,wireless,Reliance Jio,12985842,value in absolute number,
2019,September,Rajasthan,wireless,Reliance Jio,22804110,value in absolute number,
2019,September,Tamil Nadu (including Chennai),wireless,Reliance Jio,21907077,value in absolute number,
2019,September,Uttar Pradesh (East),wireless,Reliance Jio,25590939,value in absolute number,
2019,September,Uttar Pradesh (West),wireless,Reliance Jio,18307439,value in absolute number,
2019,September,West Bengal,wireless,Reliance Jio,16386914,value in absolute number,
2019,September,All India,wireless,Reliance Jio,355223250,value in absolute number,
2019,August,Andhra Pradesh,wireless,Bharti Airtel,28840680,value in absolute number,
2019,August,Assam,wireless,Bharti Airtel,8326321,value in absolute number,
2019,August,Bihar,wireless,Bharti Airtel,36274615,value in absolute number,
2019,August,Delhi,wireless,Bharti Airtel,15393347,value in absolute number,
2019,August,Gujarat,wireless,Bharti Airtel,10969061,value in absolute number,
2019,August,Haryana,wireless,Bharti Airtel,4326992,value in absolute number,
2019,August,Himachal Pradesh,wireless,Bharti Airtel,3396854,value in absolute number,
2019,August,Jammu and Kashmir,wireless,Bharti Airtel,5544309,value in absolute number,
2019,August,Karnataka,wireless,Bharti Airtel,28461282,value in absolute number,
2019,August,Kerala,wireless,Bharti Airtel,5426019,value in absolute number,
2019,August,Kolkata,wireless,Bharti Airtel,6433288,value in absolute number,
2019,August,Madhya Pradesh,wireless,Bharti Airtel,14965977,value in absolute number,
2019,August,Maharashtra,wireless,Bharti Airtel,15507101,value in absolute number,
2019,August,Mumbai,wireless,Bharti Airtel,9597124,value in absolute number,
2019,August,North East,wireless,Bharti Airtel,5243637,value in absolute number,
2019,August,Odisha,wireless,Bharti Airtel,12092017,value in absolute number,
2019,August,Punjab,wireless,Bharti Airtel,10282091,value in absolute number,
2019,August,Rajasthan,wireless,Bharti Airtel,21383961,value in absolute number,
2019,August,Tamil Nadu (including Chennai),wireless,Bharti Airtel,25357822,value in absolute number,
2019,August,Uttar Pradesh (East),wireless,Bharti Airtel,30628872,value in absolute number,
2019,August,Uttar Pradesh (West),wireless,Bharti Airtel,13172935,value in absolute number,
2019,August,West Bengal,wireless,Bharti Airtel,16327929,value in absolute number,
2019,August,All India,wireless,Bharti Airtel,327952234,value in absolute number,
2019,August,Andhra Pradesh,wireless,Reliance Communications,2025,value in absolute number,
2019,August,Assam,wireless,Reliance Communications,,value in absolute number,
2019,August,Bihar,wireless,Reliance Communications,229,value in absolute number,
2019,August,Delhi,wireless,Reliance Communications,2112,value in absolute number,
2019,August,Gujarat,wireless,Reliance Communications,586,value in absolute number,
2019,August,Haryana,wireless,Reliance Communications,182,value in absolute number,
2019,August,Himachal Pradesh,wireless,Reliance Communications,72,value in absolute number,
2019,August,Jammu and Kashmir,wireless,Reliance Communications,,value in absolute number,
2019,August,Karnataka,wireless,Reliance Communications,1602,value in absolute number,
2019,August,Kerala,wireless,Reliance Communications,499,value in absolute number,
2019,August,Kolkata,wireless,Reliance Communications,34,value in absolute number,
2019,August,Madhya Pradesh,wireless,Reliance Communications,874,value in absolute number,
2019,August,Maharashtra,wireless,Reliance Communications,869,value in absolute number,
2019,August,Mumbai,wireless,Reliance Communications,3928,value in absolute number,
2019,August,North East,wireless,Reliance Communications,,value in absolute number,
2019,August,Odisha,wireless,Reliance Communications,305,value in absolute number,
2019,August,Punjab,wireless,Reliance Communications,296,value in absolute number,
2019,August,Rajasthan,wireless,Reliance Communications,446,value in absolute number,
2019,August,Tamil Nadu (including Chennai),wireless,Reliance Communications,2886,value in absolute number,
2019,August,Uttar Pradesh (East),wireless,Reliance Communications,812,value in absolute number,
2019,August,Uttar Pradesh (West),wireless,Reliance Communications,62,value in absolute number,
2019,August,West Bengal,wireless,Reliance Communications,742,value in absolute number,
2019,August,All India,wireless,Reliance Communications,18561,value in absolute number,
2019,August,Andhra Pradesh,wireless,Vodafone Idea,20955346,value in absolute number,
2019,August,Assam,wireless,Vodafone Idea,5506387,value in absolute number,
2019,August,Bihar,wireless,Vodafone Idea,18596047,value in absolute number,
2019,August,Delhi,wireless,Vodafone Idea,18970433,value in absolute number,
2019,August,Gujarat,wireless,Vodafone Idea,29881572,value in absolute number,
2019,August,Haryana,wireless,Vodafone Idea,10221920,value in absolute number,
2019,August,Himachal Pradesh,wireless,Vodafone Idea,1184493,value in absolute number,
2019,August,Jammu and Kashmir,wireless,Vodafone Idea,1066838,value in absolute number,
2019,August,Karnataka,wireless,Vodafone Idea,14031675,value in absolute number,
2019,August,Kerala,wireless,Vodafone Idea,20052585,value in absolute number,
2019,August,Kolkata,wireless,Vodafone Idea,8605971,value in absolute number,
2019,August,Madhya Pradesh,wireless,Vodafone Idea,27669039,value in absolute number,
2019,August,Maharashtra,wireless,Vodafone Idea,43555960,value in absolute number,
2019,August,Mumbai,wireless,Vodafone Idea,14877618,value in absolute number,
2019,August,North East,wireless,Vodafone Idea,2264824,value in absolute number,
2019,August,Odisha,wireless,Vodafone Idea,4361235,value in absolute number,
2019,August,Punjab,wireless,Vodafone Idea,11168934,value in absolute number,
2019,August,Rajasthan,wireless,Vodafone Idea,15690080,value in absolute number,
2019,August,Tamil Nadu (including Chennai),wireless,Vodafone Idea,23188693,value in absolute number,
2019,August,Uttar Pradesh (East),wireless,Vodafone Idea,32954435,value in absolute number,
2019,August,Uttar Pradesh (West),wireless,Vodafone Idea,27916543,value in absolute number,
2019,August,West Bengal,wireless,Vodafone Idea,22342886,value in absolute number,
2019,August,All India,wireless,Vodafone Idea,375063514,value in absolute number,
2019,August,Andhra Pradesh,wireless,BSNL,10022706,value in absolute number,
2019,August,Assam,wireless,BSNL,2666132,value in absolute number,
2019,August,Bihar,wireless,BSNL,4902021,value in absolute number,
2019,August,Delhi,wireless,BSNL,,value in absolute number,
2019,August,Gujarat,wireless,BSNL,6057587,value in absolute number,
2019,August,Haryana,wireless,BSNL,4990218,value in absolute number,
2019,August,Himachal Pradesh,wireless,BSNL,2906987,value in absolute number,
2019,August,Jammu and Kashmir,wireless,BSNL,1206558,value in absolute number,
2019,August,Karnataka,wireless,BSNL,7289454,value in absolute number,
2019,August,Kerala,wireless,BSNL,10921734,value in absolute number,
2019,August,Kolkata,wireless,BSNL,1701416,value in absolute number,
2019,August,Madhya Pradesh,wireless,BSNL,6383864,value in absolute number,
2019,August,Maharashtra,wireless,BSNL,7189291,value in absolute number,
2019,August,Mumbai,wireless,BSNL,,value in absolute number,
2019,August,North East,wireless,BSNL,1481148,value in absolute number,
2019,August,Odisha,wireless,BSNL,5189358,value in absolute number,
2019,August,Punjab,wireless,BSNL,5528790,value in absolute number,
2019,August,Rajasthan,wireless,BSNL,6078097,value in absolute number,
2019,August,Tamil Nadu (including Chennai),wireless,BSNL,12204940,value in absolute number,
2019,August,Uttar Pradesh (East),wireless,BSNL,11606982,value in absolute number,
2019,August,Uttar Pradesh (West),wireless,BSNL,5873538,value in absolute number,
2019,August,West Bengal,wireless,BSNL,2033280,value in absolute number,
2019,August,All India,wireless,BSNL,116234101,value in absolute number,
2019,August,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Assam,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2019,August,North East,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2019,August,Tamil Nadu (including Chennai),wireless,BSNL (VNOs),85950,value in absolute number,
2019,August,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2019,August,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2019,August,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2019,August,All India,wireless,BSNL (VNOs),85950,value in absolute number,
2019,August,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2019,August,Assam,wireless,MTNL,,value in absolute number,
2019,August,Bihar,wireless,MTNL,,value in absolute number,
2019,August,Delhi,wireless,MTNL,2199663,value in absolute number,
2019,August,Gujarat,wireless,MTNL,,value in absolute number,
2019,August,Haryana,wireless,MTNL,,value in absolute number,
2019,August,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2019,August,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2019,August,Karnataka,wireless,MTNL,,value in absolute number,
2019,August,Kerala,wireless,MTNL,,value in absolute number,
2019,August,Kolkata,wireless,MTNL,,value in absolute number,
2019,August,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2019,August,Maharashtra,wireless,MTNL,,value in absolute number,
2019,August,Mumbai,wireless,MTNL,1202342,value in absolute number,
2019,August,North East,wireless,MTNL,,value in absolute number,
2019,August,Odisha,wireless,MTNL,,value in absolute number,
2019,August,Punjab,wireless,MTNL,,value in absolute number,
2019,August,Rajasthan,wireless,MTNL,,value in absolute number,
2019,August,Tamil Nadu (including Chennai),wireless,MTNL,,value in absolute number,
2019,August,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2019,August,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2019,August,West Bengal,wireless,MTNL,,value in absolute number,
2019,August,All India,wireless,MTNL,3402005,value in absolute number,
2019,August,Andhra Pradesh,wireless,Reliance Jio,27701016,value in absolute number,
2019,August,Assam,wireless,Reliance Jio,7352014,value in absolute number,
2019,August,Bihar,wireless,Reliance Jio,25700781,value in absolute number,
2019,August,Delhi,wireless,Reliance Jio,16982656,value in absolute number,
2019,August,Gujarat,wireless,Reliance Jio,21806920,value in absolute number,
2019,August,Haryana,wireless,Reliance Jio,8595645,value in absolute number,
2019,August,Himachal Pradesh,wireless,Reliance Jio,3231319,value in absolute number,
2019,August,Jammu and Kashmir,wireless,Reliance Jio,3644442,value in absolute number,
2019,August,Karnataka,wireless,Reliance Jio,19089683,value in absolute number,
2019,August,Kerala,wireless,Reliance Jio,8204538,value in absolute number,
2019,August,Kolkata,wireless,Reliance Jio,9584024,value in absolute number,
2019,August,Madhya Pradesh,wireless,Reliance Jio,26234023,value in absolute number,
2019,August,Maharashtra,wireless,Reliance Jio,27128209,value in absolute number,
2019,August,Mumbai,wireless,Reliance Jio,13129551,value in absolute number,
2019,August,North East,wireless,Reliance Jio,3249018,value in absolute number,
2019,August,Odisha,wireless,Reliance Jio,10860536,value in absolute number,
2019,August,Punjab,wireless,Reliance Jio,12719827,value in absolute number,
2019,August,Rajasthan,wireless,Reliance Jio,22475937,value in absolute number,
2019,August,Tamil Nadu (including Chennai),wireless,Reliance Jio,21683244,value in absolute number,
2019,August,Uttar Pradesh (East),wireless,Reliance Jio,24964522,value in absolute number,
2019,August,Uttar Pradesh (West),wireless,Reliance Jio,17985718,value in absolute number,
2019,August,West Bengal,wireless,Reliance Jio,15916481,value in absolute number,
2019,August,All India,wireless,Reliance Jio,348240104,value in absolute number,
2019,July,Andhra Pradesh,wireless,Bharti Airtel,28819821,value in absolute number,
2019,July,Assam,wireless,Bharti Airtel,8327828,value in absolute number,
2019,July,Bihar,wireless,Bharti Airtel,36568810,value in absolute number,
2019,July,Delhi,wireless,Bharti Airtel,15426329,value in absolute number,
2019,July,Gujarat,wireless,Bharti Airtel,11047857,value in absolute number,
2019,July,Haryana,wireless,Bharti Airtel,4259707,value in absolute number,
2019,July,Himachal Pradesh,wireless,Bharti Airtel,3347009,value in absolute number,
2019,July,Jammu and Kashmir,wireless,Bharti Airtel,5620579,value in absolute number,
