year,month,circle,type_of_connection,service_provider,value,unit,notes
2023,September,Odisha,wireless,BSNL,5757087,value in absolute number,
2023,September,Punjab,wireless,BSNL,4138828,value in absolute number,
2023,September,Rajasthan,wireless,BSNL,5677644,value in absolute number,
2023,September,Tamil Nadu,wireless,BSNL,7579750,value in absolute number,
2023,September,Uttar Pradesh (East),wireless,BSNL,8096415,value in absolute number,
2023,September,Uttar Pradesh (West),wireless,BSNL,4957432,value in absolute number,
2023,September,West Bengal,wireless,BSNL,2376102,value in absolute number,
2023,September,All India,wireless,BSNL,93506113,value in absolute number,
2023,September,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Assam,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2023,September,North East,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2023,September,Tamil Nadu,wireless,BSNL (VNOs),165045,value in absolute number,
2023,September,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2023,September,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2023,September,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2023,September,All India,wireless,BSNL (VNOs),165045,value in absolute number,
2023,September,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2023,September,Assam,wireless,MTNL,,value in absolute number,
2023,September,Bihar,wireless,MTNL,,value in absolute number,
2023,September,Delhi,wireless,MTNL,1688013,value in absolute number,
2023,September,Gujarat,wireless,MTNL,,value in absolute number,
2023,September,Haryana,wireless,MTNL,,value in absolute number,
2023,September,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2023,September,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2023,September,Karnataka,wireless,MTNL,,value in absolute number,
2023,September,Kerala,wireless,MTNL,,value in absolute number,
2023,September,Kolkata,wireless,MTNL,,value in absolute number,
2023,September,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2023,September,Maharashtra,wireless,MTNL,,value in absolute number,
2023,September,Mumbai,wireless,MTNL,263470,value in absolute number,
2023,September,North East,wireless,MTNL,,value in absolute number,
2023,September,Odisha,wireless,MTNL,,value in absolute number,
2023,September,Punjab,wireless,MTNL,,value in absolute number,
2023,September,Rajasthan,wireless,MTNL,,value in absolute number,
2023,September,Tamil Nadu,wireless,MTNL,,value in absolute number,
2023,September,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2023,September,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2023,September,West Bengal,wireless,MTNL,,value in absolute number,
2023,September,All India,wireless,MTNL,1951483,value in absolute number,
2023,September,Andhra Pradesh,wireless,Reliance Jio,31377637,value in absolute number,
2023,September,Assam,wireless,Reliance Jio,9041371,value in absolute number,
2023,September,Bihar,wireless,Reliance Jio,39157555,value in absolute number,
2023,September,Delhi,wireless,Reliance Jio,19487598,value in absolute number,
2023,September,Gujarat,wireless,Reliance Jio,28524098,value in absolute number,
2023,September,Haryana,wireless,Reliance Jio,8435967,value in absolute number,
2023,September,Himachal Pradesh,wireless,Reliance Jio,3334263,value in absolute number,
2023,September,Jammu and Kashmir,wireless,Reliance Jio,5195889,value in absolute number,
2023,September,Karnataka,wireless,Reliance Jio,22939501,value in absolute number,
2023,September,Kerala,wireless,Reliance Jio,10540914,value in absolute number,
2023,September,Kolkata,wireless,Reliance Jio,10586050,value in absolute number,
2023,September,Madhya Pradesh,wireless,Reliance Jio,40652254,value in absolute number,
2023,September,Maharashtra,wireless,Reliance Jio,42548318,value in absolute number,
2023,September,Mumbai,wireless,Reliance Jio,12464221,value in absolute number,
2023,September,North East,wireless,Reliance Jio,4123251,value in absolute number,
2023,September,Odisha,wireless,Reliance Jio,14485859,value in absolute number,
2023,September,Punjab,wireless,Reliance Jio,11750685,value in absolute number,
2023,September,Rajasthan,wireless,Reliance Jio,25617046,value in absolute number,
2023,September,Tamil Nadu,wireless,Reliance Jio,24982881,value in absolute number,
2023,September,Uttar Pradesh (East),wireless,Reliance Jio,37462411,value in absolute number,
2023,September,Uttar Pradesh (West),wireless,Reliance Jio,23159191,value in absolute number,
2023,September,West Bengal,wireless,Reliance Jio,23343486,value in absolute number,
2023,September,All India,wireless,Reliance Jio,449210446,value in absolute number,
2023,August,Andhra Pradesh,wireless,Bharti Airtel,33037626,value in absolute number,
2023,August,Assam,wireless,Bharti Airtel,11397614,value in absolute number,
2023,August,Bihar,wireless,Bharti Airtel,40627897,value in absolute number,
2023,August,Delhi,wireless,Bharti Airtel,17386804,value in absolute number,
2023,August,Gujarat,wireless,Bharti Airtel,11517720,value in absolute number,
2023,August,Haryana,wireless,Bharti Airtel,6665375,value in absolute number,
2023,August,Himachal Pradesh,wireless,Bharti Airtel,3555400,value in absolute number,
2023,August,Jammu and Kashmir,wireless,Bharti Airtel,5904045,value in absolute number,
2023,August,Karnataka,wireless,Bharti Airtel,31846069,value in absolute number,
2023,August,Kerala,wireless,Bharti Airtel,8315122,value in absolute number,
2023,August,Kolkata,wireless,Bharti Airtel,5646218,value in absolute number,
2023,August,Madhya Pradesh,wireless,Bharti Airtel,15676474,value in absolute number,
2023,August,Maharashtra,wireless,Bharti Airtel,21310359,value in absolute number,
2023,August,Mumbai,wireless,Bharti Airtel,10011054,value in absolute number,
2023,August,North East,wireless,Bharti Airtel,6054529,value in absolute number,
2023,August,Odisha,wireless,Bharti Airtel,11445041,value in absolute number,
2023,August,Punjab,wireless,Bharti Airtel,12337792,value in absolute number,
2023,August,Rajasthan,wireless,Bharti Airtel,22991248,value in absolute number,
2023,August,Tamil Nadu,wireless,Bharti Airtel,28486784,value in absolute number,
2023,August,Uttar Pradesh (East),wireless,Bharti Airtel,36784488,value in absolute number,
2023,August,Uttar Pradesh (West),wireless,Bharti Airtel,18197362,value in absolute number,
2023,August,West Bengal,wireless,Bharti Airtel,17265294,value in absolute number,
2023,August,All India,wireless,Bharti Airtel,376460315,value in absolute number,
2023,August,Andhra Pradesh,wireless,Reliance Communications,,value in absolute number,
2023,August,Assam,wireless,Reliance Communications,,value in absolute number,
2023,August,Bihar,wireless,Reliance Communications,,value in absolute number,
2023,August,Delhi,wireless,Reliance Communications,23,value in absolute number,
2023,August,Gujarat,wireless,Reliance Communications,43,value in absolute number,
2023,August,Haryana,wireless,Reliance Communications,11,value in absolute number,
2023,August,Himachal Pradesh,wireless,Reliance Communications,92,value in absolute number,
2023,August,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2023,August,Karnataka,wireless,Reliance Communications,574,value in absolute number,
2023,August,Kerala,wireless,Reliance Communications,113,value in absolute number,
2023,August,Kolkata,wireless,Reliance Communications,0,value in absolute number,
2023,August,Madhya Pradesh,wireless,Reliance Communications,0,value in absolute number,
2023,August,Maharashtra,wireless,Reliance Communications,0,value in absolute number,
2023,August,Mumbai,wireless,Reliance Communications,877,value in absolute number,
2023,August,North East,wireless,Reliance Communications,0,value in absolute number,
2023,August,Odisha,wireless,Reliance Communications,29,value in absolute number,
2023,August,Punjab,wireless,Reliance Communications,106,value in absolute number,
2023,August,Rajasthan,wireless,Reliance Communications,155,value in absolute number,
2023,August,Tamil Nadu,wireless,Reliance Communications,238,value in absolute number,
2023,August,Uttar Pradesh (East),wireless,Reliance Communications,0,value in absolute number,
2023,August,Uttar Pradesh (West),wireless,Reliance Communications,8,value in absolute number,
2023,August,West Bengal,wireless,Reliance Communications,115,value in absolute number,
2023,August,All India,wireless,Reliance Communications,2384,value in absolute number,
2023,August,Andhra Pradesh,wireless,Vodafone Idea,11194912,value in absolute number,
2023,August,Assam,wireless,Vodafone Idea,1837672,value in absolute number,
2023,August,Bihar,wireless,Vodafone Idea,7943071,value in absolute number,
2023,August,Delhi,wireless,Vodafone Idea,16559451,value in absolute number,
2023,August,Gujarat,wireless,Vodafone Idea,21661000,value in absolute number,
2023,August,Haryana,wireless,Vodafone Idea,7059545,value in absolute number,
2023,August,Himachal Pradesh,wireless,Vodafone Idea,417731,value in absolute number,
2023,August,Jammu and Kashmir,wireless,Vodafone Idea,310916,value in absolute number,
2023,August,Karnataka,wireless,Vodafone Idea,6666276,value in absolute number,
2023,August,Kerala,wireless,Vodafone Idea,14113847,value in absolute number,
2023,August,Kolkata,wireless,Vodafone Idea,5571836,value in absolute number,
2023,August,Madhya Pradesh,wireless,Vodafone Idea,16457711,value in absolute number,
2023,August,Maharashtra,wireless,Vodafone Idea,23434106,value in absolute number,
2023,August,Mumbai,wireless,Vodafone Idea,11142422,value in absolute number,
2023,August,North East,wireless,Vodafone Idea,891990,value in absolute number,
2023,August,Odisha,wireless,Vodafone Idea,1562770,value in absolute number,
2023,August,Punjab,wireless,Vodafone Idea,6779316,value in absolute number,
2023,August,Rajasthan,wireless,Vodafone Idea,10445136,value in absolute number,
2023,August,Tamil Nadu,wireless,Vodafone Idea,16268019,value in absolute number,
2023,August,Uttar Pradesh (East),wireless,Vodafone Idea,18090106,value in absolute number,
2023,August,Uttar Pradesh (West),wireless,Vodafone Idea,16036276,value in absolute number,
2023,August,West Bengal,wireless,Vodafone Idea,13840488,value in absolute number,
2023,August,All India,wireless,Vodafone Idea,228284597,value in absolute number,
2023,August,Andhra Pradesh,wireless,BSNL,6706025,value in absolute number,
2023,August,Assam,wireless,BSNL,3195737,value in absolute number,
2023,August,Bihar,wireless,BSNL,5387664,value in absolute number,
2023,August,Delhi,wireless,BSNL,,value in absolute number,
2023,August,Gujarat,wireless,BSNL,4909331,value in absolute number,
2023,August,Haryana,wireless,BSNL,4277190,value in absolute number,
2023,August,Himachal Pradesh,wireless,BSNL,1606440,value in absolute number,
2023,August,Jammu and Kashmir,wireless,BSNL,837332,value in absolute number,
2023,August,Karnataka,wireless,BSNL,4729271,value in absolute number,
2023,August,Kerala,wireless,BSNL,9749302,value in absolute number,
2023,August,Kolkata,wireless,BSNL,2185799,value in absolute number,
2023,August,Madhya Pradesh,wireless,BSNL,5063666,value in absolute number,
2023,August,Maharashtra,wireless,BSNL,6127418,value in absolute number,
2023,August,Mumbai,wireless,BSNL,,value in absolute number,
2023,August,North East,wireless,BSNL,1270211,value in absolute number,
2023,August,Odisha,wireless,BSNL,6212390,value in absolute number,
2023,August,Punjab,wireless,BSNL,4257440,value in absolute number,
2023,August,Rajasthan,wireless,BSNL,5568427,value in absolute number,
2023,August,Tamil Nadu,wireless,BSNL,7610751,value in absolute number,
2023,August,Uttar Pradesh (East),wireless,BSNL,8496815,value in absolute number,
2023,August,Uttar Pradesh (West),wireless,BSNL,5267948,value in absolute number,
2023,August,West Bengal,wireless,BSNL,2380414,value in absolute number,
2023,August,All India,wireless,BSNL,95839571,value in absolute number,
2023,August,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Assam,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2023,August,North East,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2023,August,Tamil Nadu,wireless,BSNL (VNOs),158338,value in absolute number,
2023,August,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2023,August,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2023,August,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2023,August,All India,wireless,BSNL (VNOs),158338,value in absolute number,
2023,August,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2023,August,Assam,wireless,MTNL,,value in absolute number,
2023,August,Bihar,wireless,MTNL,,value in absolute number,
2023,August,Delhi,wireless,MTNL,1688196,value in absolute number,
2023,August,Gujarat,wireless,MTNL,,value in absolute number,
2023,August,Haryana,wireless,MTNL,,value in absolute number,
2023,August,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2023,August,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2023,August,Karnataka,wireless,MTNL,,value in absolute number,
2023,August,Kerala,wireless,MTNL,,value in absolute number,
2023,August,Kolkata,wireless,MTNL,,value in absolute number,
2023,August,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2023,August,Maharashtra,wireless,MTNL,,value in absolute number,
2023,August,Mumbai,wireless,MTNL,265883,value in absolute number,
2023,August,North East,wireless,MTNL,,value in absolute number,
2023,August,Odisha,wireless,MTNL,,value in absolute number,
2023,August,Punjab,wireless,MTNL,,value in absolute number,
2023,August,Rajasthan,wireless,MTNL,,value in absolute number,
2023,August,Tamil Nadu,wireless,MTNL,,value in absolute number,
2023,August,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2023,August,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2023,August,West Bengal,wireless,MTNL,,value in absolute number,
2023,August,All India,wireless,MTNL,1954079,value in absolute number,
2023,August,Andhra Pradesh,wireless,Reliance Jio,31132163,value in absolute number,
2023,August,Assam,wireless,Reliance Jio,9037935,value in absolute number,
2023,August,Bihar,wireless,Reliance Jio,38720581,value in absolute number,
2023,August,Delhi,wireless,Reliance Jio,19361859,value in absolute number,
2023,August,Gujarat,wireless,Reliance Jio,28307727,value in absolute number,
2023,August,Haryana,wireless,Reliance Jio,8396861,value in absolute number,
2023,August,Himachal Pradesh,wireless,Reliance Jio,3324299,value in absolute number,
2023,August,Jammu and Kashmir,wireless,Reliance Jio,5169889,value in absolute number,
2023,August,Karnataka,wireless,Reliance Jio,22751031,value in absolute number,
2023,August,Kerala,wireless,Reliance Jio,10458590,value in absolute number,
2023,August,Kolkata,wireless,Reliance Jio,10554364,value in absolute number,
2023,August,Madhya Pradesh,wireless,Reliance Jio,40309112,value in absolute number,
2023,August,Maharashtra,wireless,Reliance Jio,42148536,value in absolute number,
2023,August,Mumbai,wireless,Reliance Jio,12370695,value in absolute number,
2023,August,North East,wireless,Reliance Jio,4134372,value in absolute number,
2023,August,Odisha,wireless,Reliance Jio,14387768,value in absolute number,
2023,August,Punjab,wireless,Reliance Jio,11703053,value in absolute number,
2023,August,Rajasthan,wireless,Reliance Jio,25556834,value in absolute number,
2023,August,Tamil Nadu,wireless,Reliance Jio,24786642,value in absolute number,
2023,August,Uttar Pradesh (East),wireless,Reliance Jio,37035780,value in absolute number,
2023,August,Uttar Pradesh (West),wireless,Reliance Jio,22948732,value in absolute number,
2023,August,West Bengal,wireless,Reliance Jio,23138135,value in absolute number,
2023,August,All India,wireless,Reliance Jio,445734958,value in absolute number,
2023,July,Andhra Pradesh,wireless,Bharti Airtel,32931652,value in absolute number,
2023,July,Assam,wireless,Bharti Airtel,11189259,value in absolute number,
2023,July,Bihar,wireless,Bharti Airtel,40707005,value in absolute number,
2023,July,Delhi,wireless,Bharti Airtel,17304431,value in absolute number,
2023,July,Gujarat,wireless,Bharti Airtel,11465865,value in absolute number,
2023,July,Haryana,wireless,Bharti Airtel,6642572,value in absolute number,
2023,July,Himachal Pradesh,wireless,Bharti Airtel,3478313,value in absolute number,
2023,July,Jammu and Kashmir,wireless,Bharti Airtel,5958993,value in absolute number,
2023,July,Karnataka,wireless,Bharti Airtel,31873862,value in absolute number,
2023,July,Kerala,wireless,Bharti Airtel,8157958,value in absolute number,
2023,July,Kolkata,wireless,Bharti Airtel,5642971,value in absolute number,
2023,July,Madhya Pradesh,wireless,Bharti Airtel,15585706,value in absolute number,
2023,July,Maharashtra,wireless,Bharti Airtel,21281406,value in absolute number,
2023,July,Mumbai,wireless,Bharti Airtel,9986070,value in absolute number,
2023,July,North East,wireless,Bharti Airtel,6015633,value in absolute number,
2023,July,Odisha,wireless,Bharti Airtel,11430324,value in absolute number,
2023,July,Punjab,wireless,Bharti Airtel,12303728,value in absolute number,
2023,July,Rajasthan,wireless,Bharti Airtel,22822546,value in absolute number,
2023,July,Tamil Nadu,wireless,Bharti Airtel,28250863,value in absolute number,
2023,July,Uttar Pradesh (East),wireless,Bharti Airtel,36709961,value in absolute number,
2023,July,Uttar Pradesh (West),wireless,Bharti Airtel,18309233,value in absolute number,
2023,July,West Bengal,wireless,Bharti Airtel,17194260,value in absolute number,
2023,July,All India,wireless,Bharti Airtel,375242611,value in absolute number,
2023,July,Andhra Pradesh,wireless,Reliance Communications,,value in absolute number,
2023,July,Assam,wireless,Reliance Communications,,value in absolute number,
2023,July,Bihar,wireless,Reliance Communications,,value in absolute number,
2023,July,Delhi,wireless,Reliance Communications,23,value in absolute number,
2023,July,Gujarat,wireless,Reliance Communications,47,value in absolute number,
2023,July,Haryana,wireless,Reliance Communications,11,value in absolute number,
2023,July,Himachal Pradesh,wireless,Reliance Communications,92,value in absolute number,
2023,July,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2023,July,Karnataka,wireless,Reliance Communications,589,value in absolute number,
2023,July,Kerala,wireless,Reliance Communications,113,value in absolute number,
2023,July,Kolkata,wireless,Reliance Communications,0,value in absolute number,
2023,July,Madhya Pradesh,wireless,Reliance Communications,0,value in absolute number,
2023,July,Maharashtra,wireless,Reliance Communications,0,value in absolute number,
2023,July,Mumbai,wireless,Reliance Communications,925,value in absolute number,
2023,July,North East,wireless,Reliance Communications,0,value in absolute number,
2023,July,Odisha,wireless,Reliance Communications,29,value in absolute number,
2023,July,Punjab,wireless,Reliance Communications,106,value in absolute number,
2023,July,Rajasthan,wireless,Reliance Communications,155,value in absolute number,
2023,July,Tamil Nadu,wireless,Reliance Communications,262,value in absolute number,
2023,July,Uttar Pradesh (East),wireless,Reliance Communications,0,value in absolute number,
2023,July,Uttar Pradesh (West),wireless,Reliance Communications,8,value in absolute number,
2023,July,West Bengal,wireless,Reliance Communications,147,value in absolute number,
2023,July,All India,wireless,Reliance Communications,2507,value in absolute number,
2023,July,Andhra Pradesh,wireless,Vodafone Idea,11287873,value in absolute number,
2023,July,Assam,wireless,Vodafone Idea,1862647,value in absolute number,
2023,July,Bihar,wireless,Vodafone Idea,8007508,value in absolute number,
2023,July,Delhi,wireless,Vodafone Idea,16299330,value in absolute number,
2023,July,Gujarat,wireless,Vodafone Idea,21731576,value in absolute number,
2023,July,Haryana,wireless,Vodafone Idea,7142447,value in absolute number,
2023,July,Himachal Pradesh,wireless,Vodafone Idea,425849,value in absolute number,
2023,July,Jammu and Kashmir,wireless,Vodafone Idea,315687,value in absolute number,
2023,July,Karnataka,wireless,Vodafone Idea,6645326,value in absolute number,
2023,July,Kerala,wireless,Vodafone Idea,14150214,value in absolute number,
2023,July,Kolkata,wireless,Vodafone Idea,5590247,value in absolute number,
2023,July,Madhya Pradesh,wireless,Vodafone Idea,16615675,value in absolute number,
2023,July,Maharashtra,wireless,Vodafone Idea,23547709,value in absolute number,
2023,July,Mumbai,wireless,Vodafone Idea,11140887,value in absolute number,
2023,July,North East,wireless,Vodafone Idea,907470,value in absolute number,
2023,July,Odisha,wireless,Vodafone Idea,1567995,value in absolute number,
2023,July,Punjab,wireless,Vodafone Idea,6831994,value in absolute number,
2023,July,Rajasthan,wireless,Vodafone Idea,9771036,value in absolute number,
2023,July,Tamil Nadu,wireless,Vodafone Idea,16274350,value in absolute number,
2023,July,Uttar Pradesh (East),wireless,Vodafone Idea,18227215,value in absolute number,
2023,July,Uttar Pradesh (West),wireless,Vodafone Idea,16061802,value in absolute number,
2023,July,West Bengal,wireless,Vodafone Idea,13929542,value in absolute number,
2023,July,All India,wireless,Vodafone Idea,228334379,value in absolute number,
2023,July,Andhra Pradesh,wireless,BSNL,6928520,value in absolute number,
2023,July,Assam,wireless,BSNL,3195263,value in absolute number,
2023,July,Bihar,wireless,BSNL,5797509,value in absolute number,
2023,July,Delhi,wireless,BSNL,,value in absolute number,
2023,July,Gujarat,wireless,BSNL,4975672,value in absolute number,
2023,July,Haryana,wireless,BSNL,4418182,value in absolute number,
2023,July,Himachal Pradesh,wireless,BSNL,1614681,value in absolute number,
2023,July,Jammu and Kashmir,wireless,BSNL,836454,value in absolute number,
2023,July,Karnataka,wireless,BSNL,5193266,value in absolute number,
2023,July,Kerala,wireless,BSNL,9737842,value in absolute number,
2023,July,Kolkata,wireless,BSNL,2180802,value in absolute number,
2023,July,Madhya Pradesh,wireless,BSNL,5126550,value in absolute number,
2023,July,Maharashtra,wireless,BSNL,6227022,value in absolute number,
2023,July,Mumbai,wireless,BSNL,,value in absolute number,
2023,July,North East,wireless,BSNL,1275573,value in absolute number,
2023,July,Odisha,wireless,BSNL,6204752,value in absolute number,
2023,July,Punjab,wireless,BSNL,4477029,value in absolute number,
2023,July,Rajasthan,wireless,BSNL,5747614,value in absolute number,
2023,July,Tamil Nadu,wireless,BSNL,7670899,value in absolute number,
2023,July,Uttar Pradesh (East),wireless,BSNL,8654501,value in absolute number,
2023,July,Uttar Pradesh (West),wireless,BSNL,5296930,value in absolute number,
2023,July,West Bengal,wireless,BSNL,2507058,value in absolute number,
2023,July,All India,wireless,BSNL,98066119,value in absolute number,
2023,July,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Assam,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2023,July,North East,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2023,July,Tamil Nadu,wireless,BSNL (VNOs),152444,value in absolute number,
2023,July,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2023,July,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2023,July,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2023,July,All India,wireless,BSNL (VNOs),152444,value in absolute number,
2023,July,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2023,July,Assam,wireless,MTNL,,value in absolute number,
2023,July,Bihar,wireless,MTNL,,value in absolute number,
2023,July,Delhi,wireless,MTNL,1688464,value in absolute number,
2023,July,Gujarat,wireless,MTNL,,value in absolute number,
2023,July,Haryana,wireless,MTNL,,value in absolute number,
2023,July,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2023,July,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2023,July,Karnataka,wireless,MTNL,,value in absolute number,
2023,July,Kerala,wireless,MTNL,,value in absolute number,
2023,July,Kolkata,wireless,MTNL,,value in absolute number,
2023,July,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2023,July,Maharashtra,wireless,MTNL,,value in absolute number,
2023,July,Mumbai,wireless,MTNL,269895,value in absolute number,
2023,July,North East,wireless,MTNL,,value in absolute number,
2023,July,Odisha,wireless,MTNL,,value in absolute number,
2023,July,Punjab,wireless,MTNL,,value in absolute number,
2023,July,Rajasthan,wireless,MTNL,,value in absolute number,
2023,July,Tamil Nadu,wireless,MTNL,,value in absolute number,
2023,July,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2023,July,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2023,July,West Bengal,wireless,MTNL,,value in absolute number,
2023,July,All India,wireless,MTNL,1958359,value in absolute number,
2023,July,Andhra Pradesh,wireless,Reliance Jio,30896175,value in absolute number,
2023,July,Assam,wireless,Reliance Jio,9020373,value in absolute number,
2023,July,Bihar,wireless,Reliance Jio,38326618,value in absolute number,
2023,July,Delhi,wireless,Reliance Jio,19241615,value in absolute number,
2023,July,Gujarat,wireless,Reliance Jio,28031848,value in absolute number,
2023,July,Haryana,wireless,Reliance Jio,8329790,value in absolute number,
2023,July,Himachal Pradesh,wireless,Reliance Jio,3325209,value in absolute number,
2023,July,Jammu and Kashmir,wireless,Reliance Jio,5225872,value in absolute number,
2023,July,Karnataka,wireless,Reliance Jio,22443713,value in absolute number,
2023,July,Kerala,wireless,Reliance Jio,10353067,value in absolute number,
2023,July,Kolkata,wireless,Reliance Jio,10486698,value in absolute number,
2023,July,Madhya Pradesh,wireless,Reliance Jio,40057431,value in absolute number,
2023,July,Maharashtra,wireless,Reliance Jio,41530229,value in absolute number,
2023,July,Mumbai,wireless,Reliance Jio,12441106,value in absolute number,
2023,July,North East,wireless,Reliance Jio,4129540,value in absolute number,
2023,July,Odisha,wireless,Reliance Jio,14358893,value in absolute number,
2023,July,Punjab,wireless,Reliance Jio,11602524,value in absolute number,
2023,July,Rajasthan,wireless,Reliance Jio,25480166,value in absolute number,
2023,July,Tamil Nadu,wireless,Reliance Jio,24662296,value in absolute number,
2023,July,Uttar Pradesh (East),wireless,Reliance Jio,36646396,value in absolute number,
2023,July,Uttar Pradesh (West),wireless,Reliance Jio,22812458,value in absolute number,
2023,July,West Bengal,wireless,Reliance Jio,23087372,value in absolute number,
2023,July,All India,wireless,Reliance Jio,442489389,value in absolute number,
2023,June,Andhra Pradesh,wireless,Bharti Airtel,32770911,value in absolute number,
2023,June,Assam,wireless,Bharti Airtel,11150514,value in absolute number,
2023,June,Bihar,wireless,Bharti Airtel,40594914,value in absolute number,
2023,June,Delhi,wireless,Bharti Airtel,17231813,value in absolute number,
2023,June,Gujarat,wireless,Bharti Airtel,11410888,value in absolute number,
2023,June,Haryana,wireless,Bharti Airtel,6563357,value in absolute number,
2023,June,Himachal Pradesh,wireless,Bharti Airtel,3439537,value in absolute number,
