year,month,circle,type_of_connection,service_provider,value,unit,notes
2024,April,Rajasthan,wireless,BSNL,5507916,value in absolute number,
2024,April,Tamil Nadu,wireless,BSNL,7439395,value in absolute number,
2024,April,Uttar Pradesh (East),wireless,BSNL,7447567,value in absolute number,
2024,April,Uttar Pradesh (West),wireless,BSNL,4883224,value in absolute number,
2024,April,West Bengal,wireless,BSNL,2313911,value in absolute number,
2024,April,All India,wireless,BSNL,86839121,value in absolute number,
2024,April,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Assam,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2024,April,North East,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2024,April,Tamil Nadu,wireless,BSNL (VNOs),175938,value in absolute number,
2024,April,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2024,April,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2024,April,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2024,April,All India,wireless,BSNL (VNOs),175938,value in absolute number,
2024,April,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2024,April,Assam,wireless,MTNL,,value in absolute number,
2024,April,Bihar,wireless,MTNL,,value in absolute number,
2024,April,Delhi,wireless,MTNL,1685302,value in absolute number,
2024,April,Gujarat,wireless,MTNL,,value in absolute number,
2024,April,Haryana,wireless,MTNL,,value in absolute number,
2024,April,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2024,April,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2024,April,Karnataka,wireless,MTNL,,value in absolute number,
2024,April,Kerala,wireless,MTNL,,value in absolute number,
2024,April,Kolkata,wireless,MTNL,,value in absolute number,
2024,April,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2024,April,Maharashtra,wireless,MTNL,,value in absolute number,
2024,April,Mumbai,wireless,MTNL,236821,value in absolute number,
2024,April,North East,wireless,MTNL,,value in absolute number,
2024,April,Odisha,wireless,MTNL,,value in absolute number,
2024,April,Punjab,wireless,MTNL,,value in absolute number,
2024,April,Rajasthan,wireless,MTNL,,value in absolute number,
2024,April,Tamil Nadu,wireless,MTNL,,value in absolute number,
2024,April,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2024,April,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2024,April,West Bengal,wireless,MTNL,,value in absolute number,
2024,April,All India,wireless,MTNL,1922123,value in absolute number,
2024,April,Andhra Pradesh,wireless,Reliance Jio,32902714,value in absolute number,
2024,April,Assam,wireless,Reliance Jio,9999391,value in absolute number,
2024,April,Bihar,wireless,Reliance Jio,41499744,value in absolute number,
2024,April,Delhi,wireless,Reliance Jio,20303751,value in absolute number,
2024,April,Gujarat,wireless,Reliance Jio,30368938,value in absolute number,
2024,April,Haryana,wireless,Reliance Jio,8785964,value in absolute number,
2024,April,Himachal Pradesh,wireless,Reliance Jio,3358689,value in absolute number,
2024,April,Jammu and Kashmir,wireless,Reliance Jio,5064589,value in absolute number,
2024,April,Karnataka,wireless,Reliance Jio,24376370,value in absolute number,
2024,April,Kerala,wireless,Reliance Jio,11021013,value in absolute number,
2024,April,Kolkata,wireless,Reliance Jio,10918229,value in absolute number,
2024,April,Madhya Pradesh,wireless,Reliance Jio,43450326,value in absolute number,
2024,April,Maharashtra,wireless,Reliance Jio,43523793,value in absolute number,
2024,April,Mumbai,wireless,Reliance Jio,13182049,value in absolute number,
2024,April,North East,wireless,Reliance Jio,4312212,value in absolute number,
2024,April,Odisha,wireless,Reliance Jio,15307685,value in absolute number,
2024,April,Punjab,wireless,Reliance Jio,12231491,value in absolute number,
2024,April,Rajasthan,wireless,Reliance Jio,26961003,value in absolute number,
2024,April,Tamil Nadu,wireless,Reliance Jio,25808010,value in absolute number,
2024,April,Uttar Pradesh (East),wireless,Reliance Jio,40237859,value in absolute number,
2024,April,Uttar Pradesh (West),wireless,Reliance Jio,24387588,value in absolute number,
2024,April,West Bengal,wireless,Reliance Jio,24419223,value in absolute number,
2024,April,All India,wireless,Reliance Jio,472420631,value in absolute number,
2024,March,Andhra Pradesh,wireless,Bharti Airtel (Including Tata Tele.),33747893,value in absolute number,
2024,March,Assam,wireless,Bharti Airtel (Including Tata Tele.),11816732,value in absolute number,
2024,March,Bihar,wireless,Bharti Airtel (Including Tata Tele.),41601529,value in absolute number,
2024,March,Delhi,wireless,Bharti Airtel (Including Tata Tele.),18185677,value in absolute number,
2024,March,Gujarat,wireless,Bharti Airtel (Including Tata Tele.),11867361,value in absolute number,
2024,March,Haryana,wireless,Bharti Airtel (Including Tata Tele.),7025769,value in absolute number,
2024,March,Himachal Pradesh,wireless,Bharti Airtel (Including Tata Tele.),3580729,value in absolute number,
2024,March,Jammu and Kashmir,wireless,Bharti Airtel (Including Tata Tele.),5959033,value in absolute number,
2024,March,Karnataka,wireless,Bharti Airtel (Including Tata Tele.),32180209,value in absolute number,
2024,March,Kerala,wireless,Bharti Airtel (Including Tata Tele.),8578649,value in absolute number,
2024,March,Kolkata,wireless,Bharti Airtel (Including Tata Tele.),5693000,value in absolute number,
2024,March,Madhya Pradesh,wireless,Bharti Airtel (Including Tata Tele.),16164992,value in absolute number,
2024,March,Maharashtra,wireless,Bharti Airtel (Including Tata Tele.),21758839,value in absolute number,
2024,March,Mumbai,wireless,Bharti Airtel (Including Tata Tele.),10038459,value in absolute number,
2024,March,North East,wireless,Bharti Airtel (Including Tata Tele.),6283732,value in absolute number,
2024,March,Odisha,wireless,Bharti Airtel (Including Tata Tele.),11634283,value in absolute number,
2024,March,Punjab,wireless,Bharti Airtel (Including Tata Tele.),12627262,value in absolute number,
2024,March,Rajasthan,wireless,Bharti Airtel (Including Tata Tele.),23338405,value in absolute number,
2024,March,Tamil Nadu,wireless,Bharti Airtel (Including Tata Tele.),29405361,value in absolute number,
2024,March,Uttar Pradesh (East),wireless,Bharti Airtel (Including Tata Tele.),37315603,value in absolute number,
2024,March,Uttar Pradesh (West),wireless,Bharti Airtel (Including Tata Tele.),18858334,value in absolute number,
2024,March,West Bengal,wireless,Bharti Airtel (Including Tata Tele.),18102939,value in absolute number,
2024,March,All India,wireless,Bharti Airtel (Including Tata Tele.),385764790,value in absolute number,
2024,March,Andhra Pradesh,wireless,Reliance Communications,0,value in absolute number,
2024,March,Assam,wireless,Reliance Communications,0,value in absolute number,
2024,March,Bihar,wireless,Reliance Communications,0,value in absolute number,
2024,March,Delhi,wireless,Reliance Communications,0,value in absolute number,
2024,March,Gujarat,wireless,Reliance Communications,0,value in absolute number,
2024,March,Haryana,wireless,Reliance Communications,0,value in absolute number,
2024,March,Himachal Pradesh,wireless,Reliance Communications,0,value in absolute number,
2024,March,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2024,March,Karnataka,wireless,Reliance Communications,11,value in absolute number,
2024,March,Kerala,wireless,Reliance Communications,13,value in absolute number,
2024,March,Kolkata,wireless,Reliance Communications,0,value in absolute number,
2024,March,Madhya Pradesh,wireless,Reliance Communications,0,value in absolute number,
2024,March,Maharashtra,wireless,Reliance Communications,0,value in absolute number,
2024,March,Mumbai,wireless,Reliance Communications,3,value in absolute number,
2024,March,North East,wireless,Reliance Communications,0,value in absolute number,
2024,March,Odisha,wireless,Reliance Communications,0,value in absolute number,
2024,March,Punjab,wireless,Reliance Communications,0,value in absolute number,
2024,March,Rajasthan,wireless,Reliance Communications,0,value in absolute number,
2024,March,Tamil Nadu,wireless,Reliance Communications,4,value in absolute number,
2024,March,Uttar Pradesh (East),wireless,Reliance Communications,0,value in absolute number,
2024,March,Uttar Pradesh (West),wireless,Reliance Communications,0,value in absolute number,
2024,March,West Bengal,wireless,Reliance Communications,0,value in absolute number,
2024,March,All India,wireless,Reliance Communications,31,value in absolute number,
2024,March,Andhra Pradesh,wireless,Vodafone Idea,10775447,value in absolute number,
2024,March,Assam,wireless,Vodafone Idea,1562512,value in absolute number,
2024,March,Bihar,wireless,Vodafone Idea,7689305,value in absolute number,
2024,March,Delhi,wireless,Vodafone Idea,16542428,value in absolute number,
2024,March,Gujarat,wireless,Vodafone Idea,20718941,value in absolute number,
2024,March,Haryana,wireless,Vodafone Idea,6760161,value in absolute number,
2024,March,Himachal Pradesh,wireless,Vodafone Idea,399925,value in absolute number,
2024,March,Jammu and Kashmir,wireless,Vodafone Idea,297927,value in absolute number,
2024,March,Karnataka,wireless,Vodafone Idea,6409744,value in absolute number,
2024,March,Kerala,wireless,Vodafone Idea,13645704,value in absolute number,
2024,March,Kolkata,wireless,Vodafone Idea,5279015,value in absolute number,
2024,March,Madhya Pradesh,wireless,Vodafone Idea,15548612,value in absolute number,
2024,March,Maharashtra,wireless,Vodafone Idea,22274096,value in absolute number,
2024,March,Mumbai,wireless,Vodafone Idea,10962574,value in absolute number,
2024,March,North East,wireless,Vodafone Idea,757938,value in absolute number,
2024,March,Odisha,wireless,Vodafone Idea,1447659,value in absolute number,
2024,March,Punjab,wireless,Vodafone Idea,6469514,value in absolute number,
2024,March,Rajasthan,wireless,Vodafone Idea,10656750,value in absolute number,
2024,March,Tamil Nadu,wireless,Vodafone Idea,15618312,value in absolute number,
2024,March,Uttar Pradesh (East),wireless,Vodafone Idea,17407394,value in absolute number,
2024,March,Uttar Pradesh (West),wireless,Vodafone Idea,15525461,value in absolute number,
2024,March,West Bengal,wireless,Vodafone Idea,13068442,value in absolute number,
2024,March,All India,wireless,Vodafone Idea,219817861,value in absolute number,
2024,March,Andhra Pradesh,wireless,BSNL,6555686,value in absolute number,
2024,March,Assam,wireless,BSNL,3076922,value in absolute number,
2024,March,Bihar,wireless,BSNL,5232153,value in absolute number,
2024,March,Delhi,wireless,BSNL,,value in absolute number,
2024,March,Gujarat,wireless,BSNL,3228496,value in absolute number,
2024,March,Haryana,wireless,BSNL,4105614,value in absolute number,
2024,March,Himachal Pradesh,wireless,BSNL,1471707,value in absolute number,
2024,March,Jammu and Kashmir,wireless,BSNL,781259,value in absolute number,
2024,March,Karnataka,wireless,BSNL,4163875,value in absolute number,
2024,March,Kerala,wireless,BSNL,9049332,value in absolute number,
2024,March,Kolkata,wireless,BSNL,1783000,value in absolute number,
2024,March,Madhya Pradesh,wireless,BSNL,4706319,value in absolute number,
2024,March,Maharashtra,wireless,BSNL,5729299,value in absolute number,
2024,March,Mumbai,wireless,BSNL,,value in absolute number,
2024,March,North East,wireless,BSNL,1240979,value in absolute number,
2024,March,Odisha,wireless,BSNL,5429594,value in absolute number,
2024,March,Punjab,wireless,BSNL,3867585,value in absolute number,
2024,March,Rajasthan,wireless,BSNL,5562912,value in absolute number,
2024,March,Tamil Nadu,wireless,BSNL,7485604,value in absolute number,
2024,March,Uttar Pradesh (East),wireless,BSNL,7390773,value in absolute number,
2024,March,Uttar Pradesh (West),wireless,BSNL,4874908,value in absolute number,
2024,March,West Bengal,wireless,BSNL,2331648,value in absolute number,
2024,March,All India,wireless,BSNL,88067665,value in absolute number,
2024,March,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Assam,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2024,March,North East,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2024,March,Tamil Nadu,wireless,BSNL (VNOs),181317,value in absolute number,
2024,March,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2024,March,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2024,March,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2024,March,All India,wireless,BSNL (VNOs),181317,value in absolute number,
2024,March,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2024,March,Assam,wireless,MTNL,,value in absolute number,
2024,March,Bihar,wireless,MTNL,,value in absolute number,
2024,March,Delhi,wireless,MTNL,1685818,value in absolute number,
2024,March,Gujarat,wireless,MTNL,,value in absolute number,
2024,March,Haryana,wireless,MTNL,,value in absolute number,
2024,March,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2024,March,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2024,March,Karnataka,wireless,MTNL,,value in absolute number,
2024,March,Kerala,wireless,MTNL,,value in absolute number,
2024,March,Kolkata,wireless,MTNL,,value in absolute number,
2024,March,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2024,March,Maharashtra,wireless,MTNL,,value in absolute number,
2024,March,Mumbai,wireless,MTNL,240007,value in absolute number,
2024,March,North East,wireless,MTNL,,value in absolute number,
2024,March,Odisha,wireless,MTNL,,value in absolute number,
2024,March,Punjab,wireless,MTNL,,value in absolute number,
2024,March,Rajasthan,wireless,MTNL,,value in absolute number,
2024,March,Tamil Nadu,wireless,MTNL,,value in absolute number,
2024,March,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2024,March,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2024,March,West Bengal,wireless,MTNL,,value in absolute number,
2024,March,All India,wireless,MTNL,1925825,value in absolute number,
2024,March,Andhra Pradesh,wireless,Reliance Jio,32746418,value in absolute number,
2024,March,Assam,wireless,Reliance Jio,9910354,value in absolute number,
2024,March,Bihar,wireless,Reliance Jio,40953756,value in absolute number,
2024,March,Delhi,wireless,Reliance Jio,20284618,value in absolute number,
2024,March,Gujarat,wireless,Reliance Jio,30151939,value in absolute number,
2024,March,Haryana,wireless,Reliance Jio,8730215,value in absolute number,
2024,March,Himachal Pradesh,wireless,Reliance Jio,3347915,value in absolute number,
2024,March,Jammu and Kashmir,wireless,Reliance Jio,5039894,value in absolute number,
2024,March,Karnataka,wireless,Reliance Jio,24153860,value in absolute number,
2024,March,Kerala,wireless,Reliance Jio,10983541,value in absolute number,
2024,March,Kolkata,wireless,Reliance Jio,10912379,value in absolute number,
2024,March,Madhya Pradesh,wireless,Reliance Jio,43079693,value in absolute number,
2024,March,Maharashtra,wireless,Reliance Jio,43484846,value in absolute number,
2024,March,Mumbai,wireless,Reliance Jio,13117048,value in absolute number,
2024,March,North East,wireless,Reliance Jio,4267960,value in absolute number,
2024,March,Odisha,wireless,Reliance Jio,15194499,value in absolute number,
2024,March,Punjab,wireless,Reliance Jio,12172376,value in absolute number,
2024,March,Rajasthan,wireless,Reliance Jio,26774730,value in absolute number,
2024,March,Tamil Nadu,wireless,Reliance Jio,25746031,value in absolute number,
2024,March,Uttar Pradesh (East),wireless,Reliance Jio,40004379,value in absolute number,
2024,March,Uttar Pradesh (West),wireless,Reliance Jio,24279514,value in absolute number,
2024,March,West Bengal,wireless,Reliance Jio,24396882,value in absolute number,
2024,March,All India,wireless,Reliance Jio,469732847,value in absolute number,
2024,February,Andhra Pradesh,wireless,Bharti Airtel (Including Tata Tele.),33650768,value in absolute number,
2024,February,Assam,wireless,Bharti Airtel (Including Tata Tele.),11744084,value in absolute number,
2024,February,Bihar,wireless,Bharti Airtel (Including Tata Tele.),41415483,value in absolute number,
2024,February,Delhi,wireless,Bharti Airtel (Including Tata Tele.),18094479,value in absolute number,
2024,February,Gujarat,wireless,Bharti Airtel (Including Tata Tele.),11814734,value in absolute number,
2024,February,Haryana,wireless,Bharti Airtel (Including Tata Tele.),6974944,value in absolute number,
2024,February,Himachal Pradesh,wireless,Bharti Airtel (Including Tata Tele.),3570642,value in absolute number,
2024,February,Jammu and Kashmir,wireless,Bharti Airtel (Including Tata Tele.),5890199,value in absolute number,
2024,February,Karnataka,wireless,Bharti Airtel (Including Tata Tele.),32076289,value in absolute number,
2024,February,Kerala,wireless,Bharti Airtel (Including Tata Tele.),8543494,value in absolute number,
2024,February,Kolkata,wireless,Bharti Airtel (Including Tata Tele.),5687695,value in absolute number,
2024,February,Madhya Pradesh,wireless,Bharti Airtel (Including Tata Tele.),16082645,value in absolute number,
2024,February,Maharashtra,wireless,Bharti Airtel (Including Tata Tele.),21684659,value in absolute number,
2024,February,Mumbai,wireless,Bharti Airtel (Including Tata Tele.),10008950,value in absolute number,
2024,February,North East,wireless,Bharti Airtel (Including Tata Tele.),6237691,value in absolute number,
2024,February,Odisha,wireless,Bharti Airtel (Including Tata Tele.),11560013,value in absolute number,
2024,February,Punjab,wireless,Bharti Airtel (Including Tata Tele.),12591205,value in absolute number,
2024,February,Rajasthan,wireless,Bharti Airtel (Including Tata Tele.),23258253,value in absolute number,
2024,February,Tamil Nadu,wireless,Bharti Airtel (Including Tata Tele.),29266114,value in absolute number,
2024,February,Uttar Pradesh (East),wireless,Bharti Airtel (Including Tata Tele.),37105908,value in absolute number,
2024,February,Uttar Pradesh (West),wireless,Bharti Airtel (Including Tata Tele.),18772499,value in absolute number,
2024,February,West Bengal,wireless,Bharti Airtel (Including Tata Tele.),17983125,value in absolute number,
2024,February,All India,wireless,Bharti Airtel (Including Tata Tele.),384013873,value in absolute number,
2024,February,Andhra Pradesh,wireless,Reliance Communications,,value in absolute number,
2024,February,Assam,wireless,Reliance Communications,,value in absolute number,
2024,February,Bihar,wireless,Reliance Communications,,value in absolute number,
2024,February,Delhi,wireless,Reliance Communications,20,value in absolute number,
2024,February,Gujarat,wireless,Reliance Communications,39,value in absolute number,
2024,February,Haryana,wireless,Reliance Communications,7,value in absolute number,
2024,February,Himachal Pradesh,wireless,Reliance Communications,90,value in absolute number,
2024,February,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2024,February,Karnataka,wireless,Reliance Communications,549,value in absolute number,
2024,February,Kerala,wireless,Reliance Communications,100,value in absolute number,
2024,February,Kolkata,wireless,Reliance Communications,0,value in absolute number,
2024,February,Madhya Pradesh,wireless,Reliance Communications,0,value in absolute number,
2024,February,Maharashtra,wireless,Reliance Communications,0,value in absolute number,
2024,February,Mumbai,wireless,Reliance Communications,604,value in absolute number,
2024,February,North East,wireless,Reliance Communications,0,value in absolute number,
2024,February,Odisha,wireless,Reliance Communications,24,value in absolute number,
2024,February,Punjab,wireless,Reliance Communications,99,value in absolute number,
2024,February,Rajasthan,wireless,Reliance Communications,151,value in absolute number,
2024,February,Tamil Nadu,wireless,Reliance Communications,213,value in absolute number,
2024,February,Uttar Pradesh (East),wireless,Reliance Communications,0,value in absolute number,
2024,February,Uttar Pradesh (West),wireless,Reliance Communications,5,value in absolute number,
2024,February,West Bengal,wireless,Reliance Communications,76,value in absolute number,
2024,February,All India,wireless,Reliance Communications,1977,value in absolute number,
2024,February,Andhra Pradesh,wireless,Vodafone Idea,10824137,value in absolute number,
2024,February,Assam,wireless,Vodafone Idea,1593928,value in absolute number,
2024,February,Bihar,wireless,Vodafone Idea,7613568,value in absolute number,
2024,February,Delhi,wireless,Vodafone Idea,16523781,value in absolute number,
2024,February,Gujarat,wireless,Vodafone Idea,20820623,value in absolute number,
2024,February,Haryana,wireless,Vodafone Idea,6764967,value in absolute number,
2024,February,Himachal Pradesh,wireless,Vodafone Idea,401167,value in absolute number,
2024,February,Jammu and Kashmir,wireless,Vodafone Idea,296689,value in absolute number,
2024,February,Karnataka,wireless,Vodafone Idea,6482963,value in absolute number,
2024,February,Kerala,wireless,Vodafone Idea,13587397,value in absolute number,
2024,February,Kolkata,wireless,Vodafone Idea,5319227,value in absolute number,
2024,February,Madhya Pradesh,wireless,Vodafone Idea,15627630,value in absolute number,
2024,February,Maharashtra,wireless,Vodafone Idea,22381696,value in absolute number,
2024,February,Mumbai,wireless,Vodafone Idea,10971786,value in absolute number,
2024,February,North East,wireless,Vodafone Idea,771776,value in absolute number,
2024,February,Odisha,wireless,Vodafone Idea,1453775,value in absolute number,
2024,February,Punjab,wireless,Vodafone Idea,6495303,value in absolute number,
2024,February,Rajasthan,wireless,Vodafone Idea,10740550,value in absolute number,
2024,February,Tamil Nadu,wireless,Vodafone Idea,15708535,value in absolute number,
2024,February,Uttar Pradesh (East),wireless,Vodafone Idea,17368030,value in absolute number,
2024,February,Uttar Pradesh (West),wireless,Vodafone Idea,15580489,value in absolute number,
2024,February,West Bengal,wireless,Vodafone Idea,13174374,value in absolute number,
2024,February,All India,wireless,Vodafone Idea,220502391,value in absolute number,
2024,February,Andhra Pradesh,wireless,BSNL,6540254,value in absolute number,
2024,February,Assam,wireless,BSNL,3127976,value in absolute number,
2024,February,Bihar,wireless,BSNL,5202006,value in absolute number,
2024,February,Delhi,wireless,BSNL,,value in absolute number,
2024,February,Gujarat,wireless,BSNL,3727863,value in absolute number,
2024,February,Haryana,wireless,BSNL,4300321,value in absolute number,
2024,February,Himachal Pradesh,wireless,BSNL,1527016,value in absolute number,
2024,February,Jammu and Kashmir,wireless,BSNL,789339,value in absolute number,
2024,February,Karnataka,wireless,BSNL,4177660,value in absolute number,
2024,February,Kerala,wireless,BSNL,9169799,value in absolute number,
2024,February,Kolkata,wireless,BSNL,1879504,value in absolute number,
2024,February,Madhya Pradesh,wireless,BSNL,4709237,value in absolute number,
2024,February,Maharashtra,wireless,BSNL,5803243,value in absolute number,
2024,February,Mumbai,wireless,BSNL,,value in absolute number,
2024,February,North East,wireless,BSNL,1243019,value in absolute number,
2024,February,Odisha,wireless,BSNL,5447101,value in absolute number,
2024,February,Punjab,wireless,BSNL,4070392,value in absolute number,
2024,February,Rajasthan,wireless,BSNL,5677538,value in absolute number,
2024,February,Tamil Nadu,wireless,BSNL,7939281,value in absolute number,
2024,February,Uttar Pradesh (East),wireless,BSNL,7847050,value in absolute number,
2024,February,Uttar Pradesh (West),wireless,BSNL,4921579,value in absolute number,
2024,February,West Bengal,wireless,BSNL,2322968,value in absolute number,
2024,February,All India,wireless,BSNL,90423146,value in absolute number,
2024,February,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Assam,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2024,February,North East,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2024,February,Tamil Nadu,wireless,BSNL (VNOs),180341,value in absolute number,
2024,February,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2024,February,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2024,February,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2024,February,All India,wireless,BSNL (VNOs),180341,value in absolute number,
2024,February,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2024,February,Assam,wireless,MTNL,,value in absolute number,
2024,February,Bihar,wireless,MTNL,,value in absolute number,
2024,February,Delhi,wireless,MTNL,1686179,value in absolute number,
2024,February,Gujarat,wireless,MTNL,,value in absolute number,
2024,February,Haryana,wireless,MTNL,,value in absolute number,
2024,February,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2024,February,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2024,February,Karnataka,wireless,MTNL,,value in absolute number,
2024,February,Kerala,wireless,MTNL,,value in absolute number,
2024,February,Kolkata,wireless,MTNL,,value in absolute number,
2024,February,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2024,February,Maharashtra,wireless,MTNL,,value in absolute number,
2024,February,Mumbai,wireless,MTNL,244320,value in absolute number,
2024,February,North East,wireless,MTNL,,value in absolute number,
2024,February,Odisha,wireless,MTNL,,value in absolute number,
2024,February,Punjab,wireless,MTNL,,value in absolute number,
2024,February,Rajasthan,wireless,MTNL,,value in absolute number,
2024,February,Tamil Nadu,wireless,MTNL,,value in absolute number,
2024,February,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2024,February,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2024,February,West Bengal,wireless,MTNL,,value in absolute number,
2024,February,All India,wireless,MTNL,1930499,value in absolute number,
2024,February,Andhra Pradesh,wireless,Reliance Jio,32639853,value in absolute number,
2024,February,Assam,wireless,Reliance Jio,9743408,value in absolute number,
2024,February,Bihar,wireless,Reliance Jio,40639042,value in absolute number,
2024,February,Delhi,wireless,Reliance Jio,20212747,value in absolute number,
2024,February,Gujarat,wireless,Reliance Jio,29993690,value in absolute number,
2024,February,Haryana,wireless,Reliance Jio,8677058,value in absolute number,
2024,February,Himachal Pradesh,wireless,Reliance Jio,3340150,value in absolute number,
2024,February,Jammu and Kashmir,wireless,Reliance Jio,5057801,value in absolute number,
2024,February,Karnataka,wireless,Reliance Jio,24062561,value in absolute number,
2024,February,Kerala,wireless,Reliance Jio,10944591,value in absolute number,
2024,February,Kolkata,wireless,Reliance Jio,10857566,value in absolute number,
2024,February,Madhya Pradesh,wireless,Reliance Jio,42789573,value in absolute number,
2024,February,Maharashtra,wireless,Reliance Jio,43588462,value in absolute number,
2024,February,Mumbai,wireless,Reliance Jio,13054092,value in absolute number,
2024,February,North East,wireless,Reliance Jio,4275426,value in absolute number,
2024,February,Odisha,wireless,Reliance Jio,15069232,value in absolute number,
2024,February,Punjab,wireless,Reliance Jio,12080430,value in absolute number,
2024,February,Rajasthan,wireless,Reliance Jio,26628291,value in absolute number,
2024,February,Tamil Nadu,wireless,Reliance Jio,25731054,value in absolute number,
